/* DATA DESCRIPTION:
Citation:	Thomas, Nicola C; Bradbury, Harold J; Hodell, David A (2022): Determination of stable isotopes of IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.945863, 
	In: Thomas, NC et al. (2022): Reconstructed paleo-oxygen concentration, stable isotope measurements and Gaussian interpolated Δδ13C obtained from the IODP Site 339-U1385 for the past 1.5 Ma, including trace element analyses and Uvigerina spp. abundance over MIS 27-21. PANGAEA, https://doi.org/10.1594/PANGAEA.945872
Keyword(s):	Biological pump; Ice core; Inorganic carbon storage; MPT; Oxygen concentration
Coverage:	LATITUDE: 37.571416 * LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2587.0 m * MAXIMUM ELEVATION: -2587.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
Parameter(s):	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: IODP 339-U1385 Depth (crmcd) Gint Age (ka BP)
	AGE [ka BP] (Age) * GEOCODE * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Age model, LR04 Lisiecki & Raymo (2005) (URI: https://doi.org/10.1029/2004PA001071)
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Cibicidoides wuellerstorfi, δ13C [‰ PDB] (C. wuellerstorfi δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ18O [‰ PDB] (G. affinis δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ13C [‰ PDB] (G. affinis δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Δδ13C, gradient [‰ PDB] (Δδ13C grad) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: Between Cibicidoides wuellerstorfi and Globobulimina affinis [vs VPDB]
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317)
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317) * COMMENT: Truncated
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	27590 data points
*/
Depth corr cr [crmcd] (IODP 339-U1385 Depth (crmcd) ...)	Age [ka BP] (Age model, LR04 Lisiecki & Ra...)	C. wuellerstorfi δ18O [‰ PDB] (vs VPDB)	C. wuellerstorfi δ13C [‰ PDB] (vs VPDB)	G. affinis δ18O [‰ PDB] (vs VPDB)	G. affinis δ13C [‰ PDB] (vs VPDB)	Δδ13C grad [‰ PDB] (Between Cibicidoides wuellers...)	O2 [µmol/kg] (Calculated according to Hooga...)	O2 [µmol/kg] (Truncated, Calculated accordi...)
81.69	695.28	2.99	0.47	3.910	-2.04	2.51	305.00	235.00
81.70	695.37	2.92	0.89	3.960	-2.37	3.26	423.28	235.00
81.72	695.58	2.75	0.90	4.000	-2.21	3.11	399.38	235.00
81.76	695.93	2.78	0.98	3.900	-2.05	3.03	386.44	235.00
81.81	696.50	2.75	0.67	3.950	-2.28	2.95	373.59	235.00
81.85	696.85	2.91	0.64	3.920	-2.14	2.78	347.03	235.00
81.88	697.21	3.02	0.88	3.920	-2.14	3.02	385.16	235.00
81.92	697.58	2.98	0.83	3.930	-2.16	2.99	380.78	235.00
81.96	697.95	3.09	1.01	3.880	-2.13	3.14	403.59	235.00
82.03	698.68	3.10	0.88	3.970	-2.14	3.02	385.47	235.00
82.07	699.05	3.17	0.75	4.200	-2.13	2.88	363.39	235.00
82.10	699.42	3.16	0.89	4.390	-2.47	3.36	437.56	235.00
82.14	699.78	3.10	0.83	4.520	-2.54	3.37	440.09	235.00
82.18	700.15	3.21	0.78	4.100	-2.64	3.42	447.66	235.00
82.25	700.89	3.18	0.86	4.300	-2.42	3.28	425.00	235.00
82.29	701.25	3.28	0.84	4.130	-2.33	3.17	409.06	235.00
82.32	701.62	3.20	0.88	3.890	-2.98	3.86	516.72	235.00
82.36	702.00	3.21	0.88	4.510	-2.12	3.00	381.25	235.00
82.44	702.84	3.09	0.74	4.580	-2.47	3.21	414.06	235.00
82.49	703.26	3.30	0.70	4.270	-2.71	3.41	445.94	235.00
82.53	703.68	3.10	0.52	4.050	-2.36	2.88	363.94	235.00
82.59	704.32	2.90	0.84	4.460	-2.29	3.13	401.88	235.00
82.63	704.74	3.11	0.81	4.460	-2.43	3.24	418.91	235.00
82.67	705.16	2.84	0.82	3.990	-2.11	2.93	370.78	235.00
82.76	706.00	2.84	0.87	4.380	-2.36	3.23	418.59	235.00
82.80	706.42	2.86	0.76	4.310	-2.44	3.20	412.50	235.00
82.84	706.84	2.93	0.77	4.280	-2.49	3.26	422.03	235.00
82.88	707.26	3.15	0.78	4.200	-2.21	2.99	381.09	235.00
82.93	707.68	3.30	0.84	4.160	-2.23	3.07	393.25	235.00
82.97	708.10	2.95	0.82	4.250	-2.17	2.99	380.31	235.00
83.01	708.52	3.42	0.75	4.410	-2.90	3.65	482.97	235.00
83.05	708.94	3.35	0.74	4.520	-2.17	2.91	368.28	235.00
83.09	709.36	3.27	0.76	4.610	-2.07	2.83	355.47	235.00
83.13	709.78	3.41	0.64	4.180	-2.17	2.81	352.54	235.00
83.18	710.20	3.40	0.61	4.220	-2.21	2.82	353.49	235.00
83.22	710.62	3.33	0.54	4.610	-2.58	3.12	400.16	235.00
83.26	711.04	3.48	0.71	4.270	-2.22	2.93	371.52	235.00
83.26	711.05	3.37	0.63	4.290	-2.24	2.87	361.72	235.00
83.30	711.45	3.30	0.71	4.920	-2.22	2.93	370.78	235.00
83.30	711.47	3.37	0.51	4.370	-2.22	2.73	339.59	235.00
83.34	711.85	3.39	0.53	4.300	-2.22	2.75	343.65	235.00
83.34	711.89	3.33	0.62	4.680	-2.57	3.19	411.72	235.00
83.38	712.25	3.51	0.39	4.390	-2.32	2.71	336.76	235.00
83.39	712.31	3.48	0.30	4.460	-2.15	2.45	295.96	235.00
83.42	712.65	3.51	0.43	4.310	-2.41	2.84	357.09	235.00
83.46	713.06	3.36	0.52	4.300	-2.17	2.69	333.82	235.00
83.47	713.15	3.05	0.43	4.370	-2.31	2.74	341.82	235.00
83.50	713.46	3.44	0.60	4.470	-2.30	2.90	366.56	235.00
83.51	713.56	3.16	0.36	4.510	-2.08	2.44	293.91	235.00
83.54	713.86	3.50	0.45	4.450	-1.97	2.42	291.25	235.00
83.58	714.26	3.45	0.56	4.430	-2.28	2.84	356.88	235.00
83.62	714.66	3.33	0.30	4.390	-2.60	2.90	366.26	235.00
83.66	715.07	3.69	-0.02	4.520	-2.43	2.41	290.29	235.00
83.70	715.47	3.55	-0.34	4.550	-2.44	2.10	241.58	235.00
83.74	715.87	3.74	-0.39	4.580	-2.50	2.11	242.97	235.00
83.78	716.27	3.56	-0.53	4.660	-2.45	1.92	213.11	213.11
83.81	716.60	3.55	-0.38	4.460	-2.51	2.13	246.65	235.00
83.85	716.93	3.72	-0.51	4.880	-2.17	1.66	172.88	172.88
83.88	717.26	3.97	-0.45	4.840	-2.32	1.87	204.91	204.91
83.91	717.58	3.96	-0.67	4.660	-2.49	1.82	197.66	197.66
83.94	717.91	3.92	-0.51	4.950	-2.34	1.83	198.44	198.44
83.98	718.24	3.96	-0.58	4.790	-2.24	1.66	173.27	173.27
84.01	718.57	3.95	-0.42	4.800	-2.32	1.90	210.16	210.16
84.04	718.90	3.92	-0.63	4.530	-2.56	1.93	215.47	215.47
84.07	719.22	3.90	-0.49	4.920	-2.38	1.89	208.76	208.76
84.11	719.53	4.00	-0.45	4.910	-2.33	1.88	207.03	207.03
84.14	719.76	4.09	-0.53	4.920	-2.39	1.86	203.15	203.15
84.17	719.99	4.06	-0.42	4.950	-2.33	1.91	211.59	211.59
84.20	720.22	4.07	-0.33	4.940	-2.41	2.08	238.28	235.00
84.24	720.45	4.12	-0.29	4.950	-2.42	2.13	245.92	235.00
84.27	720.67	4.13	-0.37	5.020	-2.30	1.93	214.85	214.85
84.30	720.90	3.87	-0.46	5.020	-2.24	1.78	191.94	191.94
84.33	721.13	4.12	-0.18	5.070	-2.22	2.04	232.66	232.66
84.40	721.59	4.02	0.07	4.830	-2.22	2.29	271.72	235.00
84.43	721.81	3.91	-0.17	4.540	-2.09	1.92	212.66	212.66
84.55	722.64	3.92	0.06	4.990	-2.06	2.12	243.94	235.00
84.63	723.17	3.91	0.38	4.760	-1.99	2.37	283.59	235.00
84.70	723.70	3.44	0.30	4.620	-1.88	2.18	253.25	235.00
84.76	724.09	3.98	0.52	5.060	-1.91	2.43	293.57	235.00
84.79	724.33	3.56	0.26	4.940	-1.95	2.21	258.28	235.00
84.83	724.57	3.67	0.47	4.920	-1.91	2.38	285.16	235.00
84.86	724.82	3.50	0.38	4.790	-1.89	2.27	267.73	235.00
84.90	725.06	3.36	0.38	4.840	-2.01	2.39	286.62	235.00
84.93	725.30	3.30	0.42	4.870	-2.00	2.42	291.41	235.00
84.97	725.55	3.38	0.35	4.550	-2.07	2.42	291.00	235.00
85.00	725.79	3.73	0.43	4.590	-2.00	2.43	292.23	235.00
85.04	726.04	3.63	0.46	4.890	-2.03	2.49	302.13	235.00
85.07	726.28	3.59	0.40	4.920	-2.04	2.44	294.06	235.00
85.11	726.52	3.65	0.52	4.840	-1.93	2.45	296.09	235.00
85.14	726.77	3.48	0.56	4.750	-2.10	2.66	328.91	235.00
85.18	727.01	3.50	0.58	4.450	-2.02	2.60	319.07	235.00
85.19	727.13	3.71	0.56	4.760	-2.09	2.65	327.75	235.00
85.21	727.25	3.56	0.58	4.440	-1.83	2.41	289.21	235.00
85.24	727.50	3.48	0.59	4.930	-2.34	2.93	370.78	235.00
85.30	727.86	3.51	0.47	4.760	-1.96	2.43	292.39	235.00
85.33	728.10	3.34	0.41	4.600	-2.07	2.48	300.63	235.00
85.38	728.47	3.65	0.66	4.770	-2.18	2.84	357.03	235.00
85.42	728.71	3.71	0.63	4.600	-2.17	2.80	350.31	235.00
85.44	728.83	3.72	0.64	4.530	-2.08	2.72	338.83	235.00
85.47	729.08	3.71	0.63	4.340	-1.92	2.55	311.72	235.00
85.51	729.32	3.60	0.83	4.390	-1.88	2.71	336.57	235.00
85.54	729.56	3.52	0.74	4.510	-2.29	3.03	386.72	235.00
85.58	729.81	3.58	0.71	4.160	-2.17	2.88	363.94	235.00
85.61	730.05	3.35	0.70	4.620	-2.22	2.92	370.16	235.00
85.63	730.19	3.55	0.61	4.580	-2.18	2.79	349.28	235.00
85.65	730.33	3.53	0.82	4.630	-2.35	3.17	407.97	235.00
85.69	730.61	3.49	0.53	4.070	-2.40	2.93	370.74	235.00
85.73	730.89	3.49	0.59	4.360	-2.33	2.92	370.23	235.00
85.77	731.17	3.43	0.50	4.410	-2.27	2.77	346.62	235.00
85.81	731.45	3.41	0.57	3.980	-2.28	2.85	358.92	235.00
85.83	731.59	3.48	0.45	4.320	-2.37	2.82	354.58	235.00
85.85	731.75	3.50	0.60	4.400	-2.38	2.98	378.91	235.00
85.93	732.41	3.17	-0.06	4.310	-2.27	2.21	258.78	235.00
85.97	732.74	3.25	0.08	4.360	-2.07	2.15	249.30	235.00
86.01	733.06	3.32	0.15	4.270	-2.10	2.25	264.94	235.00
86.05	733.39	3.37	0.63	4.420	-2.05	2.68	332.47	235.00
86.09	733.72	3.23	0.53	4.420	-2.05	2.58	316.41	235.00
86.13	734.04	3.70	0.51	4.360	-2.04	2.55	311.72	235.00
86.17	734.37	3.64	0.44	4.270	-2.05	2.49	302.46	235.00
86.21	734.70	3.68	0.54	4.530	-2.14	2.68	331.31	235.00
86.25	735.03	3.34	0.54	4.570	-2.05	2.59	317.97	235.00
86.29	735.35	3.76	0.51	4.460	-2.32	2.83	355.25	235.00
86.33	735.68	3.15	0.53	4.210	-2.00	2.53	308.67	235.00
86.37	736.01	3.51	0.49	4.280	-1.70	2.19	255.47	235.00
86.41	736.33	3.11	0.23	4.630	-2.42	2.65	327.86	235.00
86.45	736.66	3.23	0.44	4.500	-2.44	2.88	363.48	235.00
86.49	736.99	3.11	0.46	4.250	-2.17	2.63	323.59	235.00
86.53	737.32	3.15	0.49	4.520	-2.21	2.70	334.87	235.00
86.57	737.64	2.97	0.51	4.570	-2.34	2.85	358.48	235.00
86.61	737.97	3.73	0.47	4.360	-2.34	2.81	352.95	235.00
86.65	738.30	3.62	0.45	4.620	-2.46	2.91	368.02	235.00
86.71	738.79	3.71	0.43	4.250	-1.95	2.38	285.16	235.00
86.75	739.12	3.38	0.25	4.280	-2.05	2.30	272.66	235.00
86.79	739.44	3.46	0.39	4.490	-2.27	2.66	328.74	235.00
86.83	739.77	3.04	0.43	4.470	-2.58	3.01	383.53	235.00
86.87	740.10	3.08	0.45	4.190	-2.22	2.67	330.47	235.00
86.91	740.42	3.07	0.38	4.200	-2.32	2.70	335.16	235.00
86.95	740.75	3.01	0.09	4.530	-2.59	2.68	332.81	235.00
86.99	741.05	3.00	0.11	4.060	-2.40	2.51	305.18	235.00
87.03	741.35	2.90	0.01	4.350	-2.51	2.52	306.29	235.00
87.07	741.66	3.16	-0.03	4.590	-2.50	2.47	298.92	235.00
87.11	741.96	3.29	-0.54	4.330	-2.28	1.74	184.79	184.79
87.15	742.26		-0.57	4.530	-1.88	1.31	117.97	117.97
87.19	742.57	3.43	-0.37	4.790	-2.45	2.08	238.04	235.00
87.23	742.87	3.55	-0.25	4.730	-2.29	2.04	231.81	231.81
87.27	743.17	3.59	-0.29	4.780	-2.15	1.86	204.46	204.46
87.31	743.49	3.61	0.00	4.750	-2.32	2.32	275.78	235.00
87.35	743.80	3.69	-0.03	4.890	-1.69	1.66	172.93	172.93
87.39	744.11	3.70	-0.45	4.500	-1.97	1.52	150.77	150.77
87.43	744.42	3.59	-0.11	4.940	-1.96	1.85	201.62	201.62
87.48	744.73	4.26	0.00	5.130	-1.92	1.92	212.67	212.67
87.52	745.04	3.84	0.09	4.950	-1.97	2.06	234.57	234.57
87.56	745.36	4.07	-0.04	4.660	-2.16	2.12	244.92	235.00
87.60	745.67	4.24	0.02	4.940	-2.12	2.14	247.19	235.00
87.62	745.82	4.17	-0.16	4.770	-2.63	2.47	298.44	235.00
87.66	746.14	4.02	-0.17	4.650	-2.13	1.96	220.16	220.16
87.68	746.29	4.06	-0.12	4.120	-1.76	1.64	169.84	169.84
87.70	746.45	4.33	-0.08	4.920	-2.04	1.96	219.53	219.53
87.72	746.60	4.13	-0.10	4.690	-2.07	1.97	221.87	221.87
87.76	746.91	4.13	0.01	4.980	-2.39	2.40	288.28	235.00
87.78	747.07	4.15	0.02	4.500	-2.20	2.22	260.06	235.00
87.80	747.23	4.16	-0.02	5.080	-2.10	2.08	238.13	235.00
87.83	747.38	4.24	0.06	5.030	-2.18	2.24	263.28	235.00
87.85	747.54	4.16	0.01	4.920	-2.11	2.12	244.38	235.00
87.89	747.85	4.11	0.08	5.060	-1.87	1.95	217.63	217.63
87.91	748.01	4.18	0.22	4.900	-2.19	2.41	289.22	235.00
87.93	748.16	4.13	0.13	4.880	-2.33	2.46	296.88	235.00
87.97	748.47	4.04	0.16	4.850	-1.98	2.14	247.81	235.00
87.99	748.63	4.08	0.11	4.700	-1.66	1.77	189.07	189.07
88.01	748.78	4.13	0.15	4.860	-1.62	1.77	189.85	189.85
88.03	748.94	4.11	0.16	4.960	-1.67	1.83	199.85	199.85
88.05	749.10	3.73	-0.03	5.170	-1.92	1.89	208.59	208.59
88.07	749.25	4.01	-0.03	4.660	-1.19	1.16	94.18	94.18
88.09	749.41	3.97	0.13	4.870	-2.27	2.40	288.91	235.00
88.11	749.56	3.92	-0.07	4.910	-1.28	1.21	103.05	103.05
88.13	749.72	4.00	0.03	4.970	-1.94	1.97	221.36	221.36
88.17	750.03	3.94	-0.01	4.580	-1.80	1.79	192.97	192.97
88.20	750.19	3.99	0.03	4.700	-1.77	1.80	194.53	194.53
88.22	750.34	3.81	0.05	4.880	-2.05	2.10	241.41	235.00
88.24	750.50	3.96	-0.08	4.580	-1.97	1.89	208.59	208.59
88.29	750.89	4.25	0.17	4.670	-1.96	2.13	245.39	235.00
88.31	751.04	4.20	0.18	4.960	-2.19	2.37	284.03	235.00
88.33	751.20	4.16	0.17	4.800	-2.22	2.39	287.04	235.00
88.35	751.36	4.16	0.25	4.810	-2.35	2.60	320.11	235.00
88.37	751.51	3.95	0.12	4.910	-2.14	2.26	265.66	235.00
88.39	751.67	4.10	0.07	4.980	-2.15	2.22	260.16	235.00
88.41	751.82	4.00	0.20	4.790	-2.07	2.27	268.35	235.00
88.43	751.98	4.04	0.24	4.600	-2.12	2.36	282.41	235.00
88.45	752.14	4.04	0.24	4.900	-2.15	2.39	286.12	235.00
88.49	752.45	4.00	0.15	4.760	-2.07	2.22	260.06	235.00
88.51	752.60	4.08	0.23	4.680	-2.23	2.46	297.66	235.00
88.53	752.76	4.06	0.15	4.780	-2.39	2.54	309.38	235.00
88.56	752.91	3.96	0.16	4.810	-2.25	2.41	290.40	235.00
88.58	753.07	3.90	0.17	4.730	-2.36	2.53	308.66	235.00
88.60	753.23	3.94	0.15	4.820	-2.46	2.61	321.09	235.00
88.62	753.38		-0.24	4.780	-2.12	1.88	207.03	207.03
88.64	753.54	3.90	0.15	4.780	-2.18	2.33	276.60	235.00
88.66	753.69	3.93	0.14	4.500	-2.31	2.45	295.70	235.00
88.70	754.01	3.93	0.12	4.770	-2.07	2.19	255.47	235.00
88.72	754.16	3.83	0.32	4.770	-2.03	2.35	280.47	235.00
88.74	754.32	4.00	0.20	4.770	-2.11	2.31	274.41	235.00
88.76	754.47	3.85	0.08	4.620	-2.07	2.15	248.58	235.00
88.78	754.63	4.00	0.13	4.720	-2.12	2.25	264.06	235.00
88.82	754.94	3.91	0.23	4.760	-2.02	2.25	264.48	235.00
88.84	755.10	3.92	0.17	4.600	-2.31	2.48	300.78	235.00
88.86	755.25		-0.07	4.580	-2.00	1.93	215.44	215.44
88.90	755.56	3.72	0.07	4.700	-2.09	2.16	250.78	235.00
88.93	755.72	4.00	0.00	4.980	-2.01	2.01	227.34	227.34
88.95	755.88	3.74	0.37	4.610	-2.43	2.80	350.78	235.00
88.97	756.03	3.86	0.38	4.710	-2.29	2.67	330.47	235.00
88.99	756.19	3.72	0.42	4.670	-2.32	2.74	341.05	235.00
89.01	756.34	3.70	0.35	4.470	-2.36	2.71	336.20	235.00
89.03	756.50	3.64	0.28	4.680	-2.42	2.70	335.31	235.00
89.05	756.65	3.76	0.28	4.530	-2.43	2.71	336.72	235.00
89.07	756.81	3.65	0.23	4.610	-2.40	2.63	324.22	235.00
89.11	757.12	3.68	0.43	4.580	-2.19	2.62	322.16	235.00
89.13	757.28	3.68	0.09	4.560	-2.31	2.40	287.73	235.00
89.15	757.43	3.61	0.50	4.450	-2.25	2.75	343.22	235.00
89.17	757.59	3.49	0.50	4.470	-2.23	2.73	340.36	235.00
89.19	757.75	3.58	0.66	4.440	-2.37	3.03	386.72	235.00
89.21	757.90	3.45	0.50	4.460	-2.25	2.75	342.67	235.00
89.23	758.06	3.46	0.49	4.420	-2.39	2.88	363.01	235.00
89.25	758.21	3.34	0.30	4.170	-2.54	2.84	357.40	235.00
89.27	758.37	3.35	0.15	4.460	-2.54	2.69	334.22	235.00
89.32	758.68	3.40	-0.08	4.470	-2.98	2.90	367.03	235.00
89.40	759.30	3.57	0.18	4.150	-2.39	2.57	315.51	235.00
89.42	759.46	3.37	-0.10	4.630	-2.60	2.50	303.75	235.00
89.44	759.62		-0.03	4.300	-2.39	2.36	282.19	235.00
89.46	759.77	3.49	0.34	4.520	-2.34	2.68	332.03	235.00
89.48	759.93	3.73	0.45	4.560	-2.03	2.48	301.42	235.00
89.54	760.34	3.51	0.40	4.500	-2.22	2.62	322.66	235.00
89.56	760.55	3.58	0.39	4.400	-2.24	2.63	323.72	235.00
89.59	760.76	3.21	-0.05	4.350	-2.17	2.12	244.53	235.00
89.62	760.97	3.47	0.66	4.330	-2.25	2.91	367.90	235.00
89.65	761.18	3.41	0.67	4.270	-2.16	2.83	356.14	235.00
89.67	761.39	3.21	0.37	4.260	-2.31	2.68	331.27	235.00
89.70	761.60	3.14	0.50	4.260	-2.15	2.65	327.34	235.00
89.72	761.74	3.58	0.42	4.190	-2.40	2.82	354.51	235.00
89.74	761.89	3.50	0.45	4.160	-2.50	2.95	374.41	235.00
89.78	762.27	3.22	0.33	4.030	-2.71	3.04	387.80	235.00
89.80	762.50	3.30	0.41	4.140	-2.69	3.10	397.91	235.00
89.82	762.73	3.41	0.01	4.150	-2.75	2.76	344.53	235.00
89.84	762.96	3.26	0.22	4.190	-2.82	3.04	388.28	235.00
89.86	763.19	3.33	0.03	3.900	-3.18	3.21	414.84	235.00
89.88	763.44	3.38	0.15	4.360	-2.54	2.69	333.59	235.00
89.91	763.76	3.44	0.06	4.410	-2.70	2.76	343.91	235.00
90.01	764.90	3.56	0.66	4.380	-2.11	2.77	346.65	235.00
90.03	765.13	3.62	0.71	4.440	-2.05	2.76	345.07	235.00
90.05	765.36	3.23	0.12	4.280	-2.18	2.30	272.47	235.00
90.06	765.59	3.63	0.24	4.370	-2.49	2.73	339.84	235.00
90.12	766.28	3.26	0.72	4.260	-2.41	3.13	402.97	235.00
90.14	766.51	3.34	0.68	4.100	-2.13	2.81	352.71	235.00
90.16	766.74	3.28	0.77	4.180	-2.37	3.14	403.13	235.00
90.18	766.97	3.27	0.73	4.040	-2.35	3.08	394.22	235.00
90.20	767.20	3.27	0.61	4.090	-2.32	2.93	370.46	235.00
90.22	767.42	3.35	0.69	4.060	-2.35	3.04	388.19	235.00
90.26	767.88	3.04	0.67	3.920	-2.65	3.32	431.88	235.00
90.28	768.11	3.26	0.57	4.060	-2.33	2.90	366.14	235.00
90.30	768.34		0.30	4.080	-2.44	2.74	341.09	235.00
90.32	768.57	3.14	0.14	3.830	-2.60	2.74	341.54	235.00
90.34	768.80	3.25	0.13	4.120	-2.66	2.79	349.06	235.00
90.36	769.03	3.27	0.53	3.610	-2.67	3.20	412.81	235.00
90.38	769.26	3.17	0.43	3.990	-2.33	2.76	344.54	235.00
90.40	769.50	3.05	0.51	3.960	-2.18	2.69	333.25	235.00
90.44	769.99	3.20	0.84	4.120	-2.55	3.39	442.97	235.00
90.46	770.23	3.34	0.76	3.650	-2.67	3.43	448.91	235.00
90.55	771.22	3.14	0.72	3.370	-2.55	3.27	424.53	235.00
90.63	772.20	3.19	0.68	3.790	-2.53	3.21	414.69	235.00
90.65	772.45	3.20	0.79	4.100	-2.19	2.98	378.91	235.00
90.68	772.70	3.28	0.80	4.250	-2.25	3.05	389.69	235.00
90.76	773.68	3.11	0.68	4.080	-2.77	3.45	452.34	235.00
90.78	773.93	3.14	0.67	3.830	-2.93	3.60	475.78	235.00
90.82	774.42	3.00	0.63	4.010	-2.13	2.76	344.53	235.00
90.85	774.67	2.90	0.82	4.140	-2.41	3.23	417.97	235.00
90.89	775.16	2.93	0.79	3.830	-2.44	3.23	418.28	235.00
90.93	775.65	3.02	0.67	3.430	-2.35	3.02	385.78	235.00
90.95	775.90	2.93	0.70	3.710	-2.32	3.02	385.63	235.00
91.04	776.88	2.98	0.76	3.920	-2.53	3.29	427.19	235.00
91.06	777.13		0.50	3.600	-2.61	3.11	398.59	235.00
91.08	777.37	3.04	0.77	3.820	-2.23	3.00	382.66	235.00
91.10	777.62	3.02	0.79	3.900	-2.34	3.13	401.88	235.00
91.23	779.10	2.88	0.75	4.060	-2.34	3.09	396.56	235.00
91.25	779.34	2.79	0.73	3.890	-2.31	3.04	388.44	235.00
91.27	779.59	2.73	0.60	3.590	-2.30	2.90	367.03	235.00
91.29	779.84	2.77	0.71	3.540	-2.32	3.03	386.72	235.00
91.31	780.08	2.75	0.67	3.680	-2.36	3.03	387.19	235.00
91.35	780.57	2.76	0.67	3.900	-2.33	3.00	381.41	235.00
91.38	780.82	2.83	0.68	3.670	-2.74	3.42	448.13	235.00
91.40	781.07	2.99	0.72	4.020	-2.75	3.47	455.31	235.00
91.42	781.31	2.84	0.67	3.840	-2.20	2.87	361.56	235.00
91.53	782.67	2.98	0.69	3.840	-2.62	3.31	430.47	235.00
91.62	783.65	2.96	0.63	3.920	-2.72	3.35	435.94	235.00
91.64	783.90	2.80	0.47	3.710	-2.44	2.91	367.68	235.00
91.68	784.39	2.85	0.47	3.890	-2.71	3.18	410.78	235.00
91.70	784.64	2.78	0.43	3.620	-2.43	2.86	359.43	235.00
91.72	784.88	2.70	0.51	3.870	-2.56	3.07	392.50	235.00
91.75	785.13	2.83	0.27	3.640	-2.47	2.74	341.38	235.00
91.77	785.37	2.70	0.49	3.820	-2.70	3.19	411.88	235.00
91.79	785.62	2.83	0.40	3.740	-2.56	2.96	375.31	235.00
91.81	785.87	2.65	0.50	3.670	-2.64	3.14	404.43	235.00
91.83	786.11	2.73	0.45	3.790	-2.47	2.92	369.53	235.00
91.85	786.36	2.69	0.26	3.930	-2.76	3.02	385.16	235.00
91.89	786.85	2.82	0.15	3.810	-2.65	2.80	350.47	235.00
91.92	787.10	2.89	0.25	3.620	-2.55	2.80	350.78	235.00
91.94	787.34	2.86	0.16	3.750	-2.53	2.69	333.59	235.00
91.98	787.84	2.96	0.00	3.830	-2.58	2.58	315.94	235.00
92.00	788.08	2.70	-0.14	3.860	-2.51	2.37	283.59	235.00
92.02	788.33	2.86	0.05	4.020	-2.52	2.57	315.16	235.00
92.04	788.58	3.24	-0.48	3.750	-2.59	2.11	242.35	235.00
92.06	788.82	3.16	-0.13	4.160	-2.69	2.56	313.75	235.00
92.08	789.07	3.24	-0.22	4.190	-2.55	2.33	276.89	235.00
92.11	789.31	2.97	-0.36	4.150	-2.44	2.08	238.33	235.00
92.13	789.56	3.55	-0.46	4.230	-2.56	2.10	241.41	235.00
92.15	789.81	3.43	-0.44	4.290	-2.49	2.05	233.91	233.91
92.17	790.05	3.27	-0.35	4.150	-2.51	2.16	250.78	235.00
92.19	790.54	3.51	-0.33	4.060	-2.56	2.23	261.94	235.00
92.21	791.04	3.01	-0.09	4.530	-2.61	2.52	307.09	235.00
92.23	791.53	3.51	-0.30	4.480	-2.57	2.27	267.52	235.00
92.25	792.03	3.89	-0.59	4.310	-2.58	1.99	224.81	224.81
92.28	792.52	3.72	-0.65	4.620	-2.45	1.80	194.53	194.53
92.30	793.02	4.24	-0.62	4.900	-2.43	1.81	196.08	196.08
