leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
15,150,,LOWER EOCENE,,132.0,141.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
15,150,,SANTONIAN,CONIACIAN,150.0,159.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,86.0,82.0,DSDP INITIAL REPORTS
15,150,,CONIACIAN,TURONIAN,159.0,168.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,82.0,92.0,87.0,DSDP INITIAL REPORTS
15,150,,PLIOCENE,,49.0,58.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
15,150,,MIDDLE MIOCENE,,93.5,94.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
15,150,,LOWER MIOCENE,,95.0,114.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
15,150,,LOWER EOCENE,,132.0,141.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
15,150,,SANTONIAN,CONIACIAN,150.0,159.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,86.0,82.0,DSDP INITIAL REPORTS
15,150,,CONIACIAN,TURONIAN,159.0,168.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,82.0,92.0,87.0,DSDP INITIAL REPORTS
15,151,,PLEISTOCENE,,61.0,69.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
15,151,,PLIOCENE,,69.1,70.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
15,151,,LOWER PLIOCENE,,117.0,121.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
15,151,,UPPER MIOCENE,,121.5,122.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
15,151,,MIDDLE MIOCENE,,181.0,190.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
15,151,,LOWER MIOCENE,,237.0,311.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
15,151,,UPPER OLIGOCENE,,311.0,339.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
15,151,,MIDDLE OLIGOCENE,,339.0,348.0,,NO AGE GIVEN,,NO AGE GIVEN,29.0,32.0,30.5,DSDP INITIAL REPORTS
15,151,,LOWER EOCENE,,348.0,348.3,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
15,151,,MIDDLE PALEOCENE,,348.3,357.0,,NO AGE GIVEN,,NO AGE GIVEN,58.0,60.0,59.0,DSDP INITIAL REPORTS
15,151,,LOWER PALEOCENE,,357.0,365.5,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
15,151,,SANTONIAN,,365.5,378.0,,NO AGE GIVEN,,NO AGE GIVEN,78.0,82.0,80.0,DSDP INITIAL REPORTS
15,152,,EOCENE,PALEOCENE,153.0,182.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,37.5,65.0,51.25,DSDP INITIAL REPORTS
15,152,,UPPER PALEOCENE,,182.0,192.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
15,152,,MIDDLE PALEOCENE,,201.0,229.0,,NO AGE GIVEN,,NO AGE GIVEN,58.0,60.0,59.0,DSDP INITIAL REPORTS
15,152,,MIDDLE PALEOCENE,LOWER PALEOCENE,229.0,239.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,58.0,65.0,61.5,DSDP INITIAL REPORTS
15,152,,LOWER PALEOCENE,,239.0,248.0,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
15,152,,MAESTRICHTIAN,,248.0,416.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
15,152,,CAMPANIAN,,416.0,477.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,78.0,74.0,DSDP INITIAL REPORTS
15,153,,MIDDLE PLIOCENE,,102.0,111.0,,NO AGE GIVEN,,NO AGE GIVEN,3.0,4.0,3.5,DSDP INITIAL REPORTS
15,153,,UPPER MIOCENE,,198.0,216.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
15,153,,MIDDLE MIOCENE,,300.0,404.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
15,153,,LOWER MIOCENE,,404.5,412.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
15,153,,LOWER MIOCENE,UPPER OLIGOCENE,412.0,421.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,30.0,23.0,DSDP INITIAL REPORTS
15,153,,MIDDLE OLIGOCENE,,499.0,508.0,,NO AGE GIVEN,,NO AGE GIVEN,29.0,32.0,30.5,DSDP INITIAL REPORTS
15,153,,LOWER EOCENE,,563.0,572.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
15,153,,PALEOCENE,,586.0,587.5,,NO AGE GIVEN,,NO AGE GIVEN,53.5,65.0,59.25,DSDP INITIAL REPORTS
15,153,,MIDDLE PALEOCENE,,587.5,609.0,,NO AGE GIVEN,,NO AGE GIVEN,58.0,60.0,59.0,DSDP INITIAL REPORTS
15,153,,MIDDLE PALEOCENE,LOWER PALEOCENE,609.0,610.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,58.0,65.0,61.5,DSDP INITIAL REPORTS
15,153,,MAESTRICHTIAN,,610.0,656.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
15,153,,CRETACEOUS,,656.0,667.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,135.0,100.0,DSDP INITIAL REPORTS
15,153,,CONIACIAN,,667.0,740.0,,NO AGE GIVEN,,NO AGE GIVEN,82.0,86.0,84.0,DSDP INITIAL REPORTS
15,153,,CRETACEOUS,,740.0,749.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,135.0,100.0,DSDP INITIAL REPORTS
15,153,,CONIACIAN,TURONIAN,749.0,758.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,82.0,92.0,87.0,DSDP INITIAL REPORTS
15,153,,TURONIAN,,758.0,767.0,,NO AGE GIVEN,,NO AGE GIVEN,86.0,92.0,89.0,DSDP INITIAL REPORTS
15,154,,PLEISTOCENE,,52.0,61.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
15,154,,LOWER PLIOCENE,,108.0,249.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
15,154,,LOWER PLIOCENE,UPPER MIOCENE,249.0,277.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
15,154,,PLEISTOCENE,,52.0,61.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
15,154,,LOWER PLIOCENE,,108.0,249.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
15,154,,LOWER PLIOCENE,UPPER MIOCENE,249.0,277.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
16,155,,UPPER MIOCENE,,434.0,470.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
16,156,,PLEISTOCENE,,0.0,3.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
16,157,,UPPER PLEISTOCENE,,10.0,46.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
16,157,,LOWER PLEISTOCENE,,46.0,85.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
16,157,,UPPER PLIOCENE,,85.5,178.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
16,157,,LOWER PLIOCENE,,178.5,333.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
16,157,,UPPER MIOCENE,,333.0,431.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
16,157,,UPPER PLEISTOCENE,,10.0,46.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
16,157,,LOWER PLEISTOCENE,,46.0,85.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
16,157,,UPPER PLIOCENE,,85.5,178.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
16,157,,LOWER PLIOCENE,,178.5,333.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
16,157,,UPPER MIOCENE,,333.0,431.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
16,158,,UPPER PLEISTOCENE,,0.0,18.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
16,158,,LOWER PLEISTOCENE,,18.0,28.8,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
16,158,,UPPER PLIOCENE,,28.8,44.4,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
16,158,,LOWER PLIOCENE,,44.4,82.3,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
16,158,,UPPER MIOCENE,,82.3,207.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
16,158,,MIDDLE MIOCENE,,207.0,323.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
16,159,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
16,159,,UPPER MIOCENE,,9.0,18.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
16,159,,MIDDLE MIOCENE,,18.0,37.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
16,159,,LOWER MIOCENE,,37.5,84.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
16,159,,UPPER OLIGOCENE,,84.0,108.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
16,160,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
16,160,,LOWER MIOCENE,,21.0,51.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
16,160,,UPPER OLIGOCENE,,51.0,96.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
16,160,,LOWER OLIGOCENE,,96.0,109.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
16,161,,LOWER MIOCENE,,0.0,18.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
16,161,,UPPER OLIGOCENE,,18.0,108.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
16,161,,LOWER OLIGOCENE,,108.0,126.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
16,161,,LOWER MIOCENE,,0.0,18.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
16,161,,UPPER OLIGOCENE,,18.0,108.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
16,161,,LOWER OLIGOCENE,,108.0,126.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
16,162,,LOWER OLIGOCENE,,0.0,36.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
16,162,,UPPER EOCENE,,36.0,54.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
16,162,,MIDDLE EOCENE,,54.0,153.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
16,163,,PLEISTOCENE,,0.0,1.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
16,163,,UPPER OLIGOCENE,,1.0,19.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
16,163,,LOWER OLIGOCENE,,19.0,28.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
16,163,,UPPER EOCENE,,28.0,46.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
16,163,,MIDDLE EOCENE,,46.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
16,163,,MAESTRICHTIAN,,141.0,184.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
16,163,,CAMPANIAN,,184.5,276.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,78.0,74.0,DSDP INITIAL REPORTS
16,163,,PLEISTOCENE,,0.0,1.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
16,163,,UPPER OLIGOCENE,,1.0,19.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
16,163,,LOWER OLIGOCENE,,19.0,28.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
16,163,,UPPER EOCENE,,28.0,46.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
16,163,,MIDDLE EOCENE,,46.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
16,163,,MAESTRICHTIAN,,141.0,184.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
16,163,,CAMPANIAN,,184.5,276.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,78.0,74.0,DSDP INITIAL REPORTS
17,164,,LOWER MIOCENE,,14.0,34.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
17,164,,LOWER OLIGOCENE,,34.0,43.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
17,164,,MIDDLE EOCENE,,43.0,61.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
17,164,,LOWER EOCENE,,61.0,70.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
17,164,,CAMPANIAN,,70.0,88.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,78.0,74.0,DSDP INITIAL REPORTS
17,164,,SANTONIAN,CONIACIAN,98.0,164.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,86.0,82.0,DSDP INITIAL REPORTS
17,164,,TURONIAN,CENOMANIAN,164.0,192.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,86.0,100.0,93.0,DSDP INITIAL REPORTS
17,164,,ALBIAN,BARREMIAN,238.0,247.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,121.0,110.5,DSDP INITIAL REPORTS
17,165,,QUATERNARY,,0.0,0.7,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
17,165,,LOWER MIOCENE,,0.7,5.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
17,165,,UPPER OLIGOCENE,,5.0,8.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
17,165,,QUATERNARY,OLIGOCENE,8.0,14.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,37.5,18.75,DSDP INITIAL REPORTS
17,165,,QUATERNARY,,0.0,0.7,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
17,165,,LOWER MIOCENE,,0.7,5.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
17,165,,UPPER OLIGOCENE,,5.0,8.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
17,165,,QUATERNARY,OLIGOCENE,8.0,14.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,37.5,18.75,DSDP INITIAL REPORTS
17,166,,PLIOCENE,,1.0,6.3,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
17,166,,UPPER MIOCENE,,6.3,20.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
17,166,,MIDDLE MIOCENE,,20.0,56.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
17,166,,LOWER MIOCENE,,65.0,93.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
17,166,,UPPER OLIGOCENE,,103.0,130.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
17,166,,LOWER OLIGOCENE,,140.0,149.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
17,166,,UPPER EOCENE,,159.0,178.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
17,166,,MIDDLE EOCENE,,178.0,202.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
17,166,,CENOMANIAN,ALBIAN,221.0,279.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,92.0,108.0,100.0,DSDP INITIAL REPORTS
17,166,,HAUTERIVIAN,,289.0,307.0,,NO AGE GIVEN,,NO AGE GIVEN,121.0,126.0,123.5,DSDP INITIAL REPORTS
17,166,,PLIOCENE,,1.0,6.3,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
17,166,,UPPER MIOCENE,,6.3,20.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
17,166,,MIDDLE MIOCENE,,20.0,56.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
17,166,,LOWER MIOCENE,,65.0,93.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
17,166,,UPPER OLIGOCENE,,103.0,130.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
17,166,,LOWER OLIGOCENE,,140.0,149.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
17,166,,UPPER EOCENE,,159.0,178.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
17,166,,MIDDLE EOCENE,,178.0,202.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
17,166,,CENOMANIAN,ALBIAN,221.0,279.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,92.0,108.0,100.0,DSDP INITIAL REPORTS
17,166,,HAUTERIVIAN,,289.0,307.0,,NO AGE GIVEN,,NO AGE GIVEN,121.0,126.0,123.5,DSDP INITIAL REPORTS
17,167,,QUATERNARY,,0.0,18.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
17,167,,UPPER PLIOCENE,,18.0,28.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
17,167,,UPPER MIOCENE,,66.0,75.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
17,167,,MIDDLE MIOCENE,,103.0,158.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
17,167,,LOWER MIOCENE,,186.0,232.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
17,167,,UPPER OLIGOCENE,,260.0,463.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
17,167,,LOWER OLIGOCENE,,463.0,528.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
17,167,,UPPER EOCENE,,537.0,574.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
17,167,,MIDDLE EOCENE,,574.0,648.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
17,167,,PALEOCENE,,648.0,676.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,65.0,59.25,DSDP INITIAL REPORTS
17,167,,MAESTRICHTIAN,,676.0,750.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
17,167,,CAMPANIAN,,750.0,827.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,78.0,74.0,DSDP INITIAL REPORTS
17,167,,SANTONIAN,CONIACIAN,827.0,841.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,86.0,82.0,DSDP INITIAL REPORTS
17,167,,TURONIAN,,841.0,851.0,,NO AGE GIVEN,,NO AGE GIVEN,86.0,92.0,89.0,DSDP INITIAL REPORTS
17,167,,CENOMANIAN,,851.0,860.0,,NO AGE GIVEN,,NO AGE GIVEN,92.0,100.0,96.0,DSDP INITIAL REPORTS
17,167,,CENOMANIAN,ALBIAN,860.0,870.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,92.0,108.0,100.0,DSDP INITIAL REPORTS
17,167,,ALBIAN,,870.0,925.0,,NO AGE GIVEN,,NO AGE GIVEN,100.0,108.0,104.0,DSDP INITIAL REPORTS
17,167,,ALBIAN,APTIAN,925.0,944.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,110.0,105.0,DSDP INITIAL REPORTS
17,167,,BARREMIAN,,944.0,962.0,,NO AGE GIVEN,,NO AGE GIVEN,115.0,121.0,118.0,DSDP INITIAL REPORTS
17,167,,HAUTERIVIAN,,962.0,989.0,,NO AGE GIVEN,,NO AGE GIVEN,121.0,126.0,123.5,DSDP INITIAL REPORTS
17,167,,HAUTERIVIAN,VALANGINIAN,989.0,1073.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,121.0,131.0,126.0,DSDP INITIAL REPORTS
17,167,,VALANGINIAN,BERRIASIAN,1082.0,1158.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,126.0,135.0,130.5,DSDP INITIAL REPORTS
17,167,,BERRIASIAN,TITHONIAN,1158.5,1175.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,131.0,141.0,136.0,DSDP INITIAL REPORTS
17,168,,QUATERNARY,,0.0,2.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
17,168,,LOWER MIOCENE,,2.0,11.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
17,168,,UPPER EOCENE,,39.0,48.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
17,168,,MIDDLE EOCENE,,57.0,66.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
17,169,,MIDDLE MAESTRICHTIAN,,103.0,107.0,,NO AGE GIVEN,,NO AGE GIVEN,66.0,67.0,66.5,DSDP INITIAL REPORTS
17,169,,CAMPANIAN,,107.0,116.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,78.0,74.0,DSDP INITIAL REPORTS
17,169,,MIDDLE CAMPANIAN,LOWER CAMPANIAN,144.0,153.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,72.0,78.0,75.0,DSDP INITIAL REPORTS
17,169,,LOWER CENOMANIAN,,209.0,227.0,,NO AGE GIVEN,,NO AGE GIVEN,97.5,100.0,98.75,DSDP INITIAL REPORTS
17,169,,LOWER ALBIAN,,227.0,233.0,,NO AGE GIVEN,,NO AGE GIVEN,106.0,108.0,107.0,DSDP INITIAL REPORTS
17,170,,QUATERNARY,,0.0,1.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
17,170,,LOWER MIOCENE,UPPER OLIGOCENE,1.0,15.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,30.0,23.0,DSDP INITIAL REPORTS
17,170,,MAESTRICHTIAN,,15.0,74.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
17,170,,MAESTRICHTIAN,CAMPANIAN,74.0,83.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,65.0,78.0,71.5,DSDP INITIAL REPORTS
17,170,,CAMPANIAN,,92.0,148.0,,NO AGE GIVEN,,NO AGE GIVEN,70.0,78.0,74.0,DSDP INITIAL REPORTS
17,170,,SANTONIAN,CONIACIAN,148.0,157.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,86.0,82.0,DSDP INITIAL REPORTS
17,170,,TURONIAN,,157.0,165.0,,NO AGE GIVEN,,NO AGE GIVEN,86.0,92.0,89.0,DSDP INITIAL REPORTS
