Exp,Site,Hole,Latitude,Longitude,Water depth (m),Penetration DSF (m),Cored interval (m),Recovered length (m),Recovery (%),Drilled interval (m),Drilled interval (no.),Total cores (no.),APC cores (no.),HLAPC cores (no.),XCB cores (no.),RCB cores (no.),Other cores (no.),Date started (UTC),Date finished (UTC),Time on hole (days),Comments,
390,U1559,C,30° 15.6506'S,015° 2.0911'W,3057.79,60.9,60.9,56.81,93.28,,0,7,6,0,1,0,0,5/21/22 16:50,5/22/22 12:55,0.84,,
390,U1559,D,30° 15.6593'S,015° 2.0906'W,3057.59,59.4,59.4,43.6,73.4,,0,8,6,0,2,0,0,5/22/22 12:55,5/23/22 17:40,1.2,,
390C,U1556,A,30° 56.5244'S,26° 41.9472'W,5006.37,283.8,283.8,243.78,85.9,,0,33,16,0,17,0,0,10/28/20 1:30,11/1/20 3:10,4.07,,
390C,U1557,A,30° 56.4549'S,26° 37.7912'W,5012.28,9.5,9.5,9.63,101.37,,0,1,1,0,0,0,0,11/1/20 7:40,11/1/20 13:45,0.25,Over penetrated on the mud line core,
390C,U1557,B,30° 56.4547'S,26° 37.7775'W,5012.28,574,574,414.94,72.29,,0,66,11,0,55,0,0,11/1/20 13:45,11/9/20 1:10,7.48,,
390C,U1557,C,30° 56.4646'S,26° 37.7897'W,5012.28,3,,,0,3,1,0,0,0,0,0,0,11/9/20 1:10,11/9/20 18:35,0.73,,
390C,U1557,D,30° 56.4651'S,26° 37.7892'W,5010.66,64.2,,,0,64.2,1,0,0,0,0,0,0,11/9/20 18:35,11/12/20 8:08,2.56,"Drill in 16 Casing with Underreamer""",
390C,U1558,A,30° 53.7728'S,24° 50.4970'W,4336.87,163.9,163.9,138.69,84.62,,0,19,11,0,8,0,0,11/12/20 16:30,11/15/20 6:10,2.57,,
390C,U1558,B,30° 53.7707'S,24° 50.4843'W,4336.81,161.1,,,0,161.1,1,0,0,0,0,0,0,11/15/20 6:10,11/18/20 19:00,3.53,"Drill in 13 3/8 casing""",
390C,U1558,C,30° 53.7761'S,24° 50.4942'W,4336.86,162.7,,,0,162.7,1,0,0,0,0,0,0,11/18/20 19:00,11/21/20 9:56,2.62,"Drill in 13 3/8 casing""",
390C,U1558,D,30° 53.7814'S,24° 50.4822'W,4334.44,150,,,0,150,1,0,0,0,0,0,0,11/21/20 9:56,11/23/20 22:56,2.54,"Drill in 13 3/8 casing""",
390C,U1559,A,30° 15.6335'S,15° 2.0942'W,3055.72,66.2,66.2,58.01,87.63,,0,9,4,0,5,0,0,11/25/20 16:40,11/26/20 21:20,1.19,,
390C,U1559,B,30° 15.6336'S,15° 2.0941'W,3055.04,58.9,,,0,58.9,1,0,0,0,0,0,0,11/26/20 21:20,11/28/20 17:15,1.83,Install a reentry system to 55.3 mbsf,
391,U1575,A,21° 51.9659'S,006° 35.4369'E,3231.31,332.3,332.3,185.15,55.72,,0,41,0,0,0,41,0,1/1/22 19:40,1/7/22 12:45,5.71,,
391,U1576,A,24° 35.7520'S,005° 7.3163'E,3032.23,398.1,398.1,309.32,77.7,,0,42,0,0,0,42,0,1/8/22 6:12,1/11/22 10:30,3.18,,
391,U1576,B,24° 35.7711'S,005° 7.5513'E,3027.18,450.3,85.3,66.33,77.76,365,1,16,0,0,0,16,1,1/11/22 10:30,1/14/22 17:15,3.28,,
391,U1577,A,25° 12.1439'S,7° 29.8140'E,3940.16,193.9,193.9,152.9,78.86,,0,26,0,0,0,26,0,1/15/22 6:15,1/19/22 19:50,4.57,,
391,U1578,A,32° 19.6836'S,000° 38.5876'W,3793.81,486.4,486.4,239.87,49.32,,0,65,0,0,0,65,0,1/22/22 5:02,2/1/22 9:00,10.17,,
392,U1579,A,39° 57.0659'S,26° 14.1729'E,2498.32,84.1,84.1,73.51,87.41,,0,9,9,0,0,0,0,2/12/22 13:00,2/13/22 22:10,1.38,,
392,U1579,B,39° 57.0565'S,26° 14.1729'E,2492.92,167.2,167.2,167.08,99.93,,0,27,6,18,3,0,0,2/13/22 22:10,2/15/22 14:45,1.69,,
392,U1579,C,39° 57.0588'S,26° 14.1785'E,2492.92,186.9,93.4,74.27,79.52,93.5,7,18,0,15,3,0,0,2/15/22 14:45,2/17/22 9:00,1.76,,
392,U1579,D,39° 57.0725'S,26° 14.1793'E,2492.92,727.2,597.2,440.84,73.82,130,1,64,0,0,0,64,0,2/17/22 9:00,2/25/22 5:30,7.85,,
392,U1580,A,40° 47.1535' S,26° 36.4137' E,2560.33,533.9,533.9,351.03,65.75,,0,68,0,0,0,68,0,2/25/22 11:30,3/7/22 5:00,9.73,,
392,U1580,B,40° 47.1542' S,26° 36.4282' E,2560.33,77.8,37.8,23.78,62.91,40,1,4,0,0,0,4,0,3/7/22 5:00,3/8/22 12:30,1.31,,
392,U1581,A,35° 40.8654'S,29° 39.0055'E,4591.35,300.5,300.5,273.24,90.93,,0,40,28,9,3,0,1,3/9/22 22:00,3/14/22 6:30,4.35,,
392,U1581,B,35° 40.8660'S,29° 39.0192'E,4591.35,997.1,708.1,539.46,76.18,289,1,73,0,0,0,73,0,3/16/22 10:15,3/26/22 13:15,10.13,,
392,U1582,A,37° 1.5002' S,24° 59.7168' E,3429.36,48,48,18.48,38.5,,0,7,0,0,0,7,0,3/27/22 12:45,3/29/22 3:00,1.59,,
392,U1582,B,37° 1.5003' S,24° 59.7114' E,3429.36,55.6,19.3,10.08,52.23,36.3,1,4,0,0,0,4,0,4/1/22 10:45,4/3/22 10:45,2,,
393,U1558,D,30°53.7814'S,24°50.4822'W,4334.42,220.2,220.2,100.8,45.78,,0,38,0,0,0,38,0,6/28/22 0:35,7/5/22 5:24,7.2,,
393,U1558,E,30°53.7922'S,24°50.4822'W,4336.84,9.5,9.5,9.97,104.95,,0,1,1,0,0,0,0,6/25/22 11:30,6/26/22 5:15,0.74,Missed mudline,
393,U1558,F,30°53.7923'S,24°50.4757'W,4337.27,177.2,174.2,164.33,94.33,3,1,23,9,9,5,0,0,6/26/22 5:15,6/28/22 0:35,1.81,,
393,U1559,B,30°15.6336'S,15°2.0941'W,3055.04,49,49,12.82,26.16,,0,12,0,0,0,12,0,11/26/20 21:20,6/23/22 12:30,573.63,Casing installed on Exp 390C,
393,U1560,B,30° 24.2057'S,016° 55.3702'W,3723.2,192.2,192.2,74.79,38.91,,0,40,0,0,0,40,0,7/19/22 1:24,7/28/22 23:55,9.94,52.3 hrs on bit #1,
393,U1560,C,30° 24.2005'S,016° 55.3703'W,3724.39,129.3,127.3,122.75,96.43,2,1,17,10,5,2,0,0,7/28/22 23:55,7/30/22 19:26,1.81,,
393,U1583,A,30°42.6060'S,020°26.0340'W,4214.59,9.1,9.1,9.14,100.44,,0,1,1,0,0,0,0,7/6/22 3:24,7/6/22 16:15,0.54,Mechanical shear and missed mudline,
393,U1583,B,30°42.6062'S,020°26.0341'W,4214.59,9.4,9.4,9.38,99.79,,0,1,1,0,0,0,0,7/6/22 16:15,7/6/22 18:00,0.07,Mechanical shear and missed mudline,
393,U1583,C,30°42.6011'S,020°26.0343'W,4214.59,107.5,107.5,110.19,102.5,,0,13,12,0,1,0,0,7/6/22 18:00,7/7/22 15:40,0.9,,
393,U1583,D,30°42.6288'S,020°26.0340'W,4210.04,9.5,9.5,10.04,105.68,,0,1,1,0,0,0,0,7/7/22 15:40,7/7/22 17:30,0.08,,
393,U1583,E,30°42.6285'S,020°26.0340'W,4210.04,105.2,105.2,105.15,99.95,,0,12,12,0,0,0,0,7/7/22 17:30,7/10/22 4:30,2.46,,
393,U1583,F,30°42.6175'S,020°26.0336'W,4210.05,239.5,138.5,45.79,33.06,101,1,28,0,0,0,28,0,7/10/22 4:30,7/18/22 8:45,8.18,,
395C,U1554,E,60° 7.5235'N,26° 42.1324'W,1869.83,647.7,581.4,541.07,93.06,66.3,1,61,16,0,45,0,0,6/24/21 1:45,6/29/21 2:45,5.04,,
395C,U1554,F,60° 7.5136'N,26° 42.1140'W,1869.71,779.9,159.9,100.15,62.63,620,2,30,0,0,0,30,0,6/29/21 2:45,7/10/21 8:00,11.22,,
395C,U1555,H,60°13.69242'N,28°30.02395'W,1523.65,177.5,177.5,180.06,101.44,,0,20,18,0,2,0,0,6/12/21 13:00,6/14/21 20:00,2.29,,
395C,U1555,I,60°13.68966'N,28°29.99842'W,1523.59,376.5,217.2,104.19,47.97,159.3,1,40,0,0,0,40,0,6/14/21 20:20,6/23/21 20:30,9.01,,
395C,U1562,A,60°06.3030'N,026°30.1245'W,2003.35,429.8,429.8,411.04,95.64,,0,65,21,36,8,0,0,7/10/21 13:06,7/13/21 19:35,3.27,,
395C,U1562,B,60°06.2993'N,026°30.1026'W,2003.35,561.5,153.4,73.08,47.64,408.1,1,31,0,0,0,31,0,7/13/21 19:35,7/21/21 0:00,7.18,,
395C,U1563,A,60°11.99854'N,028°00.02092'W,1417.92,327.6,327.6,334.98,102.25,,0,49,21,26,2,0,0,7/22/21 2:30,7/24/21 7:15,2.2,,
395C,U1563,B,60°11.99462'N,027°59.99960'W,1417.92,456.6,155.2,44.38,28.6,301.4,1,31,0,0,0,31,0,7/24/21 7:15,7/30/21 5:18,5.92,,
395C,U1564,A,59°51.0377'N,023°16.0071'W,2208.14,9.5,9.5,9.89,104.11,,0,1,1,0,0,0,0,7/30/21 17:57,7/31/21 3:18,0.39,,
395C,U1564,B,59°51.03717'N,023°15.98679'W,2207.94,26.2,26.2,26.81,102.33,,0,3,3,0,0,0,0,7/31/21 3:18,7/31/21 6:30,0.13,,
395C,U1564,C,59°51.03743'N,023°16.00874'W,2208.14,628.9,628.9,618.71,98.38,,0,75,17,18,40,0,0,7/31/21 6:30,8/5/21 1:06,4.78,,
395E,U1556,B,30° 56.5244'S,26° 41.9472'W,5016,,,,0,,0,0,0,0,0,0,0,5/5/21 6:30,5/11/21 0:00,5.73,,
395E,U1560,A,30° 24.2064'S,16° 55.3718'W,3723.67,122.5,122.5,119.04,97.18,,0,16,11,0,5,0,0,4/22/21 2:30,4/24/21 15:15,2.53,,
395E,U1560,B,30° 24.2057'S,16° 55.3702'W,3723.66,124,,,0,124,1,0,0,0,0,0,0,4/24/21 15:15,4/28/21 0:00,3.36,,
395E,U1561,A,30° 43.2902'S,26° 41.7162'W,4923.74,48.9,48.9,45.41,92.86,,0,9,6,0,3,0,0,5/11/21 3:45,5/13/21 11:45,2.33,,
395E,U1561,B,30° 43.2902'S,26° 41.7162'W,4923.74,9.5,9.5,9.63,101.37,,0,1,1,0,0,0,0,5/11/21 3:45,5/13/21 11:45,2.33,,
395E,U1561,C,30° 43.2902'S,26° 41.7162'W,4923.74,9.5,9.5,10.2,107.37,,0,1,1,0,0,0,0,5/11/21 3:45,5/13/21 11:45,2.33,,
396,U1565,A,64° 57.7605'N,2° 44.9893'E,2072.27,28,28,4.21,15.04,,0,4,0,0,0,4,0,8/14/21 16:00,8/15/21 15:15,0.97,,
396,U1565,B,64° 57.8044'N,2° 44.8454'E,2070.37,31.7,31.7,15.45,48.74,,0,5,0,0,0,5,0,8/15/21 15:15,8/16/21 2:15,0.46,Offset 138 m WNW towards VMVM-23A,
396,U1566,A,64° 57.8869'N,2° 43.7533'E,2099.09,181.7,181.7,100.5,55.31,,0,33,0,0,0,33,0,8/16/21 4:00,8/21/21 7:54,5.16,,
396,U1567,A,65° 21.8514'N,3° 3.2562'E,1703.23,195.9,195.9,181.58,92.69,,0,23,6,1,16,0,0,8/21/21 12:05,8/23/21 6:40,1.77,,
396,U1567,B,65° 21.7683'N,3° 3.2083'E,1704.3,83,58,55.29,95.33,25,1,10,3,0,7,0,0,8/23/21 6:40,8/23/21 18:50,0.51,delta on PDR was 1 m deeper,
396,U1567,C,65° 21.7848'N,3° 3.2193'E,1705.14,106,76,66.48,87.47,30,1,13,2,0,11,0,0,8/26/21 20:05,8/27/21 13:40,0.73,,
396,U1568,A,65° 21.5942'N,3° 3.1091'E,1704.4,200,200,156.61,78.31,,0,28,7,0,21,0,0,8/23/21 19:36,8/25/21 22:00,2.1,,
396,U1568,B,65° 21.6630'N,3° 3.1540'E,1706.14,124.6,94.6,82.76,87.48,30,1,16,2,0,14,0,0,8/25/21 22:01,8/26/21 19:20,0.89,,
396,U1569,A,65° 49.8775'N,2° 1.6081'E,2171.12,404.6,404.6,144.91,35.82,,0,44,0,0,0,44,0,8/27/21 17:59,8/30/21 20:20,3.1,,
396,U1570,A,65° 49.8901'N,1° 59.6225'E,2196.38,200,200,98.59,49.3,,0,36,0,0,0,36,0,8/30/21 20:20,9/1/21 11:59,1.65,,
396,U1570,B,65° 49.6788'N,1° 57.3605'E,2270.88,163.6,163.6,71.42,43.66,,0,25,0,0,0,25,0,9/1/21 11:59,9/3/21 1:00,1.54,,
396,U1570,C,65° 49.8486'N,1° 58.7077'E,2225.09,200,200,49.59,24.8,,0,23,0,0,0,23,0,9/3/21 1:00,9/4/21 0:30,0.98,,
396,U1570,D,65° 49.8708'N,1° 59.1743'E,2207.69,200,200,50.49,25.25,,0,28,0,0,0,28,0,9/4/21 0:30,9/5/21 23:48,1.97,,
396,U1571,A,67° 18.4017'N,3° 44.2496'E,1205.77,247.6,247.6,116.55,47.07,,0,39,0,0,0,39,0,9/6/21 9:52,9/10/21 7:30,3.9,,
396,U1571,B,67° 18.4019'N,3° 44.2768'E,1205.3,143.7,143.7,112.51,78.3,,0,20,7,0,13,0,0,9/10/21 7:30,9/11/21 13:51,1.26,,
396,U1572,A,67° 19.8477'N,3° 37.1620'E,1206.53,330.5,330.5,139.53,42.22,,0,46,0,0,0,46,0,9/11/21 13:45,9/15/21 4:00,3.59,Seafloor Depth offset from B Hole,
396,U1572,B,67° 19.9178'N,3° 37.0570'E,1206.5,224.3,224.3,218.35,97.35,,0,33,16,13,4,0,0,9/15/21 4:00,9/16/21 16:12,1.51,,
396,U1573,A,68° 45.6240'N,5° 47.6880'E,3167.17,440.9,140.9,100.97,71.66,300,1,18,0,0,0,18,0,9/17/21 1:53,9/21/21 7:05,4.22,,
396,U1574,A,68° 36.0106'N,4° 38.4359'E,2825.11,260,260,88.41,34,,0,38,0,0,0,38,0,9/24/21 12:00,9/30/21 5:20,5.72,,
396,U1574,B,68° 36.0117'N,4° 38.4632'E,2819.64,9.5,9.5,9.72,102.32,,0,1,1,0,0,0,0,9/30/21 5:20,9/30/21 15:30,0.42,"Misfire, multiple mudlines, full core",
396,U1574,C,68° 36.0005'N,4° 38.4632'E,2819.64,171.5,171.5,174.97,102.02,,0,20,19,0,1,0,0,9/30/21 15:30,10/2/21 2:31,1.46,,
397,U1385,F,37°33.9999'N,010°07.6587'W,2589.08,400,303.1,290.79,95.94,96.9,1,32,0,0,32,0,0,11/16/22 1:20,11/19/22 22:35,3.89,,
397,U1385,G,37°34.0108'N,010°07.6656'W,2592.39,397.3,397.3,396.3,99.75,,0,42,12,0,30,0,0,11/19/22 22:35,11/22/22 2:00,2.14,,
397,U1385,H,37°34.0223'N,010°07.6641'W,2592.39,399.2,284.6,284.97,100.13,114.6,1,31,0,0,31,0,0,11/22/22 2:00,11/23/22 23:15,1.89,,
397,U1385,I,37°34.0205'N,010°07.6505'W,2589.14,152.5,152.5,145.37,95.32,,0,16,11,0,5,0,0,11/26/22 8:00,11/27/22 2:15,0.76,,
397,U1385,J,37°34.0103'N,010°07.6513'W,2593.14,400,400,397.77,99.44,,0,43,11,0,32,0,0,11/27/22 2:15,11/30/22 1:40,2.98,,
397,U1586,A,37°37.3108'N,010°42.5987'W,4691.07,350,350,339.56,97.02,,0,42,19,7,16,0,0,10/16/22 17:30,10/20/22 8:30,3.63,WOW after clearing S/F,
397,U1586,B,37°37.3478'N,010°42.5506'W,4690.45,350,350,335.13,95.75,,0,40,16,0,24,0,0,10/21/22 9:00,10/25/22 12:20,4.14,,
397,U1586,C,37°37.2911'N,010°42.6216'W,4692.41,349.1,349.1,334.37,95.78,,0,38,13,0,25,0,0,10/25/22 12:20,10/28/22 3:45,2.64,,
397,U1586,D,37°37.2835'N,010°42.6289'W,4693.59,350,350,337.79,96.51,,0,38,12,0,26,0,0,10/28/22 3:45,11/1/22 7:10,4.14,,
397,U1587,A,37°34.8602'N,010°21.5400'W,3480.54,500,500,478.13,95.63,,0,53,15,0,38,0,0,11/1/22 11:30,11/5/22 2:50,3.64,,
397,U1587,B,37°34.8650'N,010°21.5314'W,3478,547.8,547.8,534.27,97.53,,0,59,11,0,48,0,0,11/5/22 2:50,11/10/22 15:30,5.53,,
397,U1587,C,37°34.8750'N,010°21.5205'W,3478.99,567.9,567.9,553.34,97.44,,0,61,12,0,49,0,0,11/10/22 15:30,11/15/22 10:00,4.77,Underway in DP mode to U1385,
397,U1588,A,37°57.6044'N,009°30.9961'W,1339.3,353,353,378.37,107.19,,0,49,17,0,32,0,0,11/30/22 6:00,12/2/22 1:45,1.82,,
397,U1588,B,37°57.6149'N,009°30.9956'W,1339.3,350,350,456.08,130.31,,0,64,9,0,55,0,0,12/2/22 1:45,12/3/22 21:45,1.83,,
397,U1588,C,37°57.6160'N,009°30.9814'W,1339.29,353.6,261.6,345.04,131.9,92,1,53,0,0,53,0,0,12/3/22 21:45,12/5/22 15:50,1.75,,
397,U1588,D,37°57.6023'N,009°30.9820'W,1338.54,412.5,412.5,569.44,138.05,,0,76,11,0,65,0,0,12/5/22 15:50,12/8/22 0:38,2.37,,
397T,U1584,A,31° 20.3217'S,2° 50.2205'E,2304.77,208.2,75.2,23.68,31.49,133,1,8,0,0,0,8,0,9/15/22 7:45,9/17/22 5:00,1.89,,
397T,U1585,A,30° 10.0160'S,1° 10.6491'E,3457.34,498.8,355.6,217.73,61.23,143.2,1,38,0,0,0,38,0,9/17/22 15:45,9/23/22 15:00,5.97,,
398,U1589,A,36° 43.7577' N,25° 38.8915' E,484.31,446.7,446.7,350.55,78.48,,0,75,15,49,11,0,1,12/21/22 5:45,12/24/22 6:15,3.02,,
398,U1589,B,36° 43.7574' N,25° 38.9057' E,482.6,381,381,331.46,87,,0,70,12,58,0,0,0,12/24/22 6:15,12/26/22 14:30,2.34,,
398,U1589,C,36° 43.7463' N,25° 38.9046' E,482.6,621.9,261.9,62.08,23.7,360,1,27,0,0,0,27,0,12/26/22 14:30,12/31/22 16:15,5.07,,
398,U1590,A,36° 33.2938' N,25° 26.3888' E,397.1,99.3,99.3,60.87,61.3,,0,11,11,0,0,0,0,12/31/22 18:15,1/1/23 19:45,1.06,,
398,U1590,B,36° 33.3129' N,25° 26.3644' E,397.1,634.7,541.7,74.73,13.8,93,1,56,0,0,0,56,0,1/10/23 17:30,1/14/23 0:30,3.29,,
398,U1591,A,36° 18.7615' N,25° 9.0057' E,514.56,98.8,98.8,64.76,65.55,,0,11,11,0,0,0,0,1/1/23 22:15,1/2/23 15:00,0.7,,
398,U1591,B,36° 18.7621' N,25° 9.0190' E,513.76,389.2,364.5,155.08,42.55,24.7,1,42,8,6,28,0,0,1/2/23 15:00,1/5/23 7:45,2.7,,
398,U1591,C,36° 18.7810' N,25° 8.9962' E,513.76,902.9,668.6,384.47,57.5,234.3,2,69,0,0,0,69,0,1/5/23 7:45,1/10/23 14:45,5.29,,
398,U1592,A,36° 33.9358' N,25° 45.6784' E,693.11,339.2,339.2,240.45,70.89,,0,55,16,29,10,0,0,1/14/23 2:15,1/16/23 9:15,2.29,,
398,U1592,B,36° 33.9164' N,25° 45.7027' E,693.11,527.8,234.8,117.04,49.85,293,1,25,0,0,0,25,0,1/16/23 9:15,1/18/23 19:00,2.41,,
398,U1593,A,36° 34.5103' N,25° 24.8765' E,402.51,250.6,250.6,149.55,59.68,,0,38,16,22,0,0,0,1/18/23 21:30,1/20/23 5:45,1.34,,
398,U1593,B,36° 34.4916' N,25° 24.9000' E,404,232.8,232.8,156.78,67.35,,0,39,11,28,0,0,0,1/20/23 5:45,1/21/23 12:00,1.26,,
398,U1593,C,36° 34.5060' N,25° 24.8995' E,404,192.6,,,0,192.6,1,0,0,0,0,0,0,1/21/23 12:00,1/22/23 15:00,1.13,,
398,U1594,A,36° 23.3368' N,25° 25.0290' E,291,51.7,51.7,47.94,92.73,,0,6,6,0,0,0,0,1/22/23 16:45,1/23/23 2:45,0.42,,
398,U1595,A,36° 22.8955' N,25° 24.3630' E,291.58,98.6,98.6,72.3,73.33,,0,11,11,0,0,0,0,1/23/23 3:30,1/23/23 21:00,0.73,,
398,U1595,B,36° 22.8819' N,25° 24.3358' E,291.42,127.1,127.1,74.02,58.24,,0,15,13,2,0,0,0,2/2/23 2:45,2/2/23 21:15,0.77,,
398,U1595,C,36° 22.8674' N,25° 24.3062' E,291.31,95.3,46.1,21.37,46.36,49.2,1,10,1,9,0,0,0,2/2/23 21:15,2/3/23 12:30,0.64,,
398,U1596,A,36° 26.5378' N,25° 22.5130' E,382.05,41.9,41.9,38,90.69,,0,5,5,0,0,0,0,1/24/23 1:30,1/24/23 9:00,0.31,,
398,U1596,B,36° 26.5568' N,25° 22.4875' E,381.91,42.2,42.2,36.63,86.8,,0,5,5,0,0,0,0,2/3/23 14:15,2/4/23 0:00,0.41,,
398,U1597,A,36° 26.2494' N,25° 22.7326' E,382.35,43.6,43.6,40.84,93.67,,0,5,5,0,0,0,0,1/24/23 9:30,1/24/23 16:30,0.29,,
398,U1598,A,36° 18.2937' N,25° 7.7155' E,521.46,79.6,79.6,54.5,68.47,,0,10,8,2,0,0,0,1/24/23 18:15,1/25/23 5:15,0.46,,
398,U1598,B,36° 18.2747' N,25° 7.6929' E,521.46,98.8,23.5,7.91,33.66,75.3,1,5,0,5,0,0,0,1/25/23 5:15,1/25/23 15:30,0.43,,
398,U1599,A,36° 26.9592' N,25° 46.8005' E,591.19,245.4,245.4,204.57,83.36,,0,44,7,36,1,0,0,1/25/23 19:15,1/27/23 19:45,2.02,,
398,U1599,B,36° 26.9764' N,25° 46.8237' E,592.68,241,241,199.13,82.63,,0,40,10,29,1,0,0,1/27/23 19:45,1/29/23 1:30,1.24,,
398,U1599,C,36° 26.9389' N,25° 46.7762' E,592.68,697.8,474.8,244.18,51.43,223,1,49,0,0,0,49,0,1/30/23 13:15,2/1/23 23:45,2.44,Reenter 2023-02-07 0230h; Underway 2023-02-09 19:45,
398,U1600,A,36° 32.6277' N,25° 39.0553' E,326.18,84.4,84.4,51.71,61.27,,0,13,4,6,3,0,0,1/29/23 2:45,1/29/23 17:00,0.59,,
398,U1600,B,36° 32.6092' N,25° 39.0311' E,326.34,91.4,91.4,68.67,75.13,,0,19,1,18,0,0,0,1/29/23 17:00,,,,
398,U1600,C,36° 32.5890' N,25° 39.0066' E,326.34,188.5,113.5,36.78,32.41,75,1,13,0,0,0,13,0,2/4/23 2:00,2/5/23 4:00,1.08,,
