Site/Hole   ,Latitude   ,Longitude   ,Water Depth (mbsl),No. of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment,"<a href=""mailto:database@iodp.tamu.edu"">Data Librarian</a>."
1099A       ,64&deg;56.708'S, 64&deg;18.918'W,            1399.8,7.0,62.3,63.74,102.3,0.0,62.3, The hole was ended when several icebergs approached the location.  It was necessary for the vessel to pull out of the hole and let the icebergs pass.,
1099B       ,64&deg;56.707'S, 64&deg;18.916'W,            1399.8,5.0,47.5,48.34,101.8,60.0,107.5,,
1100A       ,63&deg;53.001'S, 65&deg;42.339'W,             458.6,4.0,33.8,0.0,0.0,0.0,33.8,,
1100B       ,63&deg;53.010'S, 65&deg;42.349'W,             458.6,1.0,2.0,0.15,7.5,33.9,35.9,,
1100C       ,63&deg;52.999'S, 65&deg;42.364'W,             458.6,1.0,5.0,4.05,81.0,0.0,5.0,,
1100D       ,63&deg;53.005'S, 65&deg;42.352'W,             458.6,12.0,110.5,5.28,4.8,0.0,110.5,,
1101A       ,64&deg;22.332'S, 70&deg;15.671'W,            3279.7,24.0,217.7,215.75,99.1,0.0,217.7,,
1102A       ,63&deg;48.171'S, 65&deg;51.493'W,             430.5,1.0,7.9,0.42,5.3,0.0,7.9,,
1102B       ,63&deg;48.167'S, 65&deg;51.473'W,             430.5,1.0,7.5,0.39,5.2,0.0,7.5,,
1102C       ,63&deg;48.140'S, 65&deg;51.492'W,             430.5,2.0,6.5,0.01,0.2,0.0,6.5,,
1102D       ,63&deg;48.071'S, 65&deg;51.387'W,             430.5,1.0,14.9,0.85,5.7,0.0,14.9,,
1103A       ,63&deg;59.970'S, 65&deg;27.919'W,             493.5,38.0,362.7,44.54,12.3,0.0,362.7,,
1104A       ,32&deg;43.324'S, 57&deg;15.854'E,             740.0,0.0,0.0,0.0,           ,1.5,1.5,,
1104B       ,32&deg;43.324'S, 57&deg;15.854'E,             739.0,0.0,0.0,0.0,           ,2.0,2.0,,
1104C       ,32&deg;43.324'S, 57&deg;15.854'E,             739.0,0.0,0.0,0.0,           ,2.0,2.0,,
1104D       ,32&deg;43.324'S, 57&deg;15.854'E,             740.0,0.0,0.0,0.0,           ,0.5,0.5,,
1104E       ,32&deg;43.324'S, 57&deg;15.854'E,             740.0,0.0,0.0,0.0,           ,1.5,1.5,,
1105A       ,32&deg;43.135'S, 57&deg;16.652'E,             714.0,30.0,143.0,118.43,82.8,15.0,158.0,,
1106A       ,32&deg;43.320'S, 57&deg;15.860'E,             740.0,0.0,0.0,0.0,           ,2.0,2.0,,
1106B       ,32&deg;43.320'S, 57&deg;15.860'E,             741.0,0.0,0.0,0.0,           ,0.5,0.5,,
1106C       ,32&deg;43.320'S, 57&deg;15.860'E,             742.5,0.0,0.0,0.0,           ,1.0,1.0,,
1106D       ,32&deg;43.320'S, 57&deg;15.860'E,             742.5,0.0,0.0,0.0,           ,0.0,0.0,,
1106E       ,32&deg;43.320'S, 57&deg;15.860'E,             741.0,0.0,0.0,0.0,           ,8.0,8.0,,
1107A       ,17&deg; 1.420'S, 88&deg;10.850'E,            1659.0,0.0,0.0,0.0,           ,493.8,493.8,,
1108A       , 9&deg;44.708'S,151&deg;37.514'E,            3162.7,0.0,0.0,0.0,           ,16.3,16.3, Jet-in test to 16.3 mbsf only.  No coring attempted.,
1108B       , 9&deg;44.724'S,151&deg;37.543'E,            3177.2,51.0,485.2,148.58,       30.6,0.0,485.2,,
1109A       , 9&deg;30.390'S,151&deg;34.386'E,            2210.9,1.0,9.5,9.96,104.8,0.0,9.5,,
1109B       , 9&deg;30.396'S,151&deg;34.392'E,            2211.1,2.0,14.8,15.14,102.3,0.0,14.8,,
1109C       , 9&deg;30.390'S,151&deg;34.392'E,            2211.0,41.0,375.7,323.11,86.0,0.0,375.7,,
1109D       , 9&deg;30.380'S,151&deg;34.355'E,            2211.0,51.0,449.2,299.87,66.8,352.8,802.0,,
1110A       , 9&deg;43.600'S,151&deg;34.512'E,            3246.4,2.0,9.5,9.5,      100.0,0.0,9.5,,
1110B       , 9&deg;43.609'S,151&deg;34.509'E,            3246.3,3.0,22.3,5.37,       24.1,0.0,22.3,,
1110C       , 9&deg;43.599'S,151&deg;34.498'E,            3245.8,0.0,0.0,0.0,           ,15.0,15.0,,
1110D       , 9&deg;43.588'S,151&deg;34.525'E,            3245.8,1.0,6.0,0.1,        1.7,0.0,28.7,,
1111A       , 9&deg;43.059'S,151&deg;34.534'E,            3200.7,18.0,173.7,15.19,8.7,0.0,173.7,,
1112A       , 9&deg;44.749'S,151&deg;36.721'E,            3046.7,14.0,122.4,5.85,4.8,0.0,122.4,,
1112B       , 9&deg;44.746'S,151&deg;36.714'E,            3046.6,4.0,38.5,1.19,3.1,0.0,164.6,,
1113A       , 9&deg;45.449'S,151&deg;36.736'E,            2915.6,3.0,25.2,0.44,1.7,0.0,25.2,,
1114A       , 9&deg;47.613'S,151&deg;34.504'E,             406.5,37.0,352.8,43.78,12.4,0.0,352.8,,
1115A       , 9&deg;11.389'S,151&deg;34.449'E,            1149.6,1.0,4.4,4.43,100.7,0.0,4.4,,
1115B       , 9&deg;11.382'S,151&deg;34.438'E,            1148.8,31.0,293.1,286.84,97.9,0.0,293.1,,
1115C       , 9&deg;11.383'S,151&deg;34.422'E,            1148.7,54.0,519.3,291.63,56.2,283.2,802.5,,
1116A       , 9&deg;51.934'S,151&deg;34.508'E,            1851.3,18.0,158.9,32.61,20.5,0.0,158.9,,
1117A       , 9&deg;46.526'S,151&deg;32.945'E,            1163.2,14.0,111.1,6.42,5.8,0.0,111.1,,
1117B       , 9&deg;46.527'S,151&deg;32.951'E,            1163.2,1.0,9.5,0.05,0.5,0.0,9.5,,
1117C       , 9&deg;46.520'S,151&deg;32.943'E,            1163.2,1.0,9.5,0.1,1.1,0.0,9.5,,
1118A       , 9&deg;35.110'S,151&deg;34.421'E,            2303.6,76.0,721.6,466.21,64.6,205.0,926.6,,
1119A       ,44&deg;45.332'S,172&deg;23.598'E,             395.5,1.0,6.0,6.01,100.2,0.0,6.0,,
1119B       ,44&deg;45.332'S,172&deg;23.598'E,             396.8,17.0,155.8,164.47,105.6,0.0,155.8,,
1119C       ,44&deg;45.331'S,172&deg;23.614'E,             396.2,52.0,494.8,442.33,89.4,0.0,494.8,,
1120A       ,50&deg; 3.803'S,173&deg;22.300'E,             542.9,1.0,4.6,4.6,100.0,0.0,4.6,,
1120B       ,50&deg; 3.803'S,173&deg;22.300'E,             544.2,21.0,188.0,146.51,77.9,0.0,188.0,,
1120C       ,50&deg; 3.815'S,173&deg;22.299'E,             545.9,5.0,44.6,44.95,100.8,0.0,44.6,,
1120D       ,50&deg; 3.822'S,173&deg;22.299'E,             545.9,9.0,63.3,66.17,104.5,157.4,220.7,,
1121A       ,50&deg;53.876'S,176&deg;59.862'E,            4492.0,1.0,8.4,8.37,99.6,0.0,8.4,,
1121B       ,50&deg;53.876'S,176&deg;59.862'E,            4487.9,17.0,139.7,87.86,62.9,0.0,139.7,,
1122A       ,46&deg;34.781'S,177&deg;23.611'W,            4435.0,13.0,123.9,87.46,70.6,0.0,123.9,,
1122B       ,46&deg;34.780'S,177&deg;23.622'W,            4429.8,1.0,9.5,9.81,103.3,0.0,9.5,,
