Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
127,797.0,B,Initial Reports          ,439.1,14.4,LAD of Sphenolithus heteromorphus
127,797.0,B,Initial Reports          ,493.5,17.1,FAD of Sphenolithus heteromorphus
127,797.0,B,Post Moratorium          ,38.3,0.73,Brunhes/Matuyama
127,797.0,B,Post Moratorium          ,49.3,0.9,Top Jaramillo
127,797.0,B,Post Moratorium          ,51.3,0.98,Base Jaramillo
127,797.0,B,Post Moratorium          ,78.6,1.66,Top Olduvai
127,797.0,B,Post Moratorium          ,84.6,1.88,Base Olduvai
127,797.0,B,Post Moratorium          ,113.4,2.47,Matuyama/Gauss
127,797.0,B,Post Moratorium          ,126.0,2.92,Top Kaena
127,797.0,B,Post Moratorium          ,133.8,2.99,Base Kaena
127,797.0,B,Post Moratorium          ,143.6,3.08,Top Mammoth
127,797.0,B,Post Moratorium          ,150.8,3.18,Base Mammoth
127,797.0,B,Post Moratorium          ,167.8,3.4,Gauss/Gilbert
128,798.0,A,Post Moratorium          ,75.5,0.73,Brunhes/Matuyama
128,798.0,A,Post Moratorium          ,89.0,0.9,Top Jaramillo
128,798.0,A,Post Moratorium          ,95.5,0.98,Base Jaramillo
128,798.0,B,Initial Reports          ,39.0,0.34,LAD Rhizosolenia curvirostris
128,798.0,B,Initial Reports          ,54.54,0.46,LAD Pseudoemiliania lacunosa
128,798.0,B,Initial Reports          ,75.34,0.73,Brunhes/Matuyama boundary
128,798.0,B,Initial Reports          ,90.55,0.91,Top Jaramillo
128,798.0,B,Initial Reports          ,94.65,0.98,Bottom Jaramillo
128,798.0,B,Initial Reports          ,119.91,1.2,LAD Helicosphaera selii
128,798.0,B,Initial Reports          ,200.08,1.66,Top Olduvai
128,798.0,B,Initial Reports          ,220.87,1.88,Bottom Olduvai
128,798.0,B,Initial Reports          ,229.2,2.04,LAD Ammodochium rectangulare
128,798.0,B,Initial Reports          ,297.9,2.47,Top Gauss
128,798.0,B,Initial Reports          ,325.15,2.6,LAD Neodenticula kamtschatica
128,798.0,B,Post Moratorium          ,79.5,0.73,Brunhes/Matuyama boundary
128,798.0,B,Post Moratorium          ,90.0,0.9,Top Jaramillo
128,798.0,B,Post Moratorium          ,99.5,0.98,Bottom Jaramillo
128,798.0,B,Post Moratorium          ,190.0,1.66,Top Olduvai
128,798.0,B,Post Moratorium          ,212.0,1.88,Bottom Olduvai
128,798.0,B,Post Moratorium          ,295.0,2.47,Top Gauss
128,798.0,B,Post Moratorium          ,320.0,2.92,Top Kaena
128,798.0,B,Post Moratorium          ,330.0,2.99,Base Kaena
128,798.0,B,Post Moratorium          ,410.0,3.08,Top Mammoth
128,798.0,B,Post Moratorium          ,420.0,3.18,Base Mammoth
128,799.0,A,Initial Reports          ,24.0,0.34,LAD Reticulofenestra curvirostris
128,799.0,A,Initial Reports          ,45.0,0.46,LAD Pseudoemiliania lacunosa
128,799.0,A,Initial Reports          ,89.0,0.73,Brunhes/Matuyama boundary
128,799.0,A,Initial Reports          ,93.0,0.91,Top Jaramillo
128,799.0,A,Initial Reports          ,96.0,0.98,Bottom Jaramillo
128,799.0,A,Initial Reports          ,116.0,1.2,LAD Helicosphaera sellii
128,799.0,A,Initial Reports          ,123.0,1.66,Top Olduvai
128,799.0,A,Initial Reports          ,133.0,1.88,Bottom Olduvai
128,799.0,A,Initial Reports          ,174.0,2.47,Top Gauss
128,799.0,A,Initial Reports          ,225.0,3.4,Gauss/Gilbert
128,799.0,A,Initial Reports          ,394.0,5.41,Top Gilbert/Chron 5
128,799.0,A,Initial Reports          ,431.0,6.07,Chron 5/Chron 6
128,799.0,A,Post Moratorium          ,90.0,0.73,Brunhes/Matuyama boundary
128,799.0,A,Post Moratorium          ,94.0,0.9,Top Jaramillo
128,799.0,A,Post Moratorium          ,96.0,0.98,Bottom Jaramillo
128,799.0,A,Post Moratorium          ,123.5,1.66,Top Olduvai
128,799.0,A,Post Moratorium          ,131.5,1.88,Bottom Olduvai
128,799.0,A,Post Moratorium          ,155.0,2.47,Matuyama/Gauss
128,799.0,A,Post Moratorium          ,187.0,2.92,Top Kaena
128,799.0,A,Post Moratorium          ,195.0,3.18,Base Mammoth
128,799.0,A,Post Moratorium          ,215.0,3.4,Gauss/Gilbert
130,803.0,A,Initial Reports          ,39.25,3.18,Mammoth (O)
130,803.0,A,Initial Reports          ,43.4,3.4,Gauss (O)
130,803.0,A,Initial Reports          ,55.5,4.04,Terminal depth
130,803.0,B,Initial Reports          ,18.8,1.88,Olduvai (O)
130,803.0,B,Initial Reports          ,42.2,3.4,Gauss (O)
130,803.0,B,Initial Reports          ,61.3,4.64,Terminal depth
130,803.0,C,Initial Reports          ,19.0,1.86,Top section (top Core 1H)
130,803.0,C,Initial Reports          ,27.5,2.47,Gauss (T)
130,803.0,C,Initial Reports          ,40.5,3.4,Gauss (O)
130,803.0,C,Initial Reports          ,69.9,5.0,LO D. quinqueramus (N)
130,803.0,C,Initial Reports          ,173.4,8.7,LO D. hamatus (N)
130,803.0,C,Initial Reports          ,220.25,13.6,LO S. heteromorphus (N)
130,803.0,C,Initial Reports          ,237.5,15.4,Terminal depth
130,803.0,D,Initial Reports          ,17.6,1.88,Olduvai (O)
130,803.0,D,Initial Reports          ,36.5,3.18,Mammoth (O)
130,803.0,D,Initial Reports          ,69.85,5.0,LO D. quinqueramus (N)
130,803.0,D,Initial Reports          ,174.35,8.7,LO D. hamatus (N)
130,803.0,D,Initial Reports          ,239.15,14.9,FO G. peripheroacuta (F)
130,803.0,D,Initial Reports          ,244.39,15.4,Young side hiatus
130,803.0,D,Initial Reports          ,244.4,19.5,Old side hiatus
130,803.0,D,Initial Reports          ,246.6,19.5,LO T. carinatus (N)
130,803.0,D,Initial Reports          ,255.48,20.0,FO S. belemnos (N)
130,803.0,D,Initial Reports          ,255.49,20.0,Young side hiatus
130,803.0,D,Initial Reports          ,255.5,21.799999,Old side hiatus
130,803.0,D,Initial Reports          ,260.3,21.799999,LO G. kugleri (F)
130,803.0,D,Initial Reports          ,317.85,23.700001,FO G. kugleri (F)
130,803.0,D,Initial Reports          ,346.8,28.200001,LO G. opima (F)
130,803.0,D,Initial Reports          ,519.95,34.900002,LO E. formosa (N)
130,803.0,D,Initial Reports          ,585.9,40.0,LO C. grandis (N)
130,803.0,D,Initial Reports          ,606.7,42.900002,FO D. hesslandii (N)
130,803.0,D,Initial Reports          ,621.8,45.009998,130 803D 67R CC
130,803.0,D,Post Moratorium          ,320.76,23.700001,FO Paragloborotalia kugleri
130,803.0,D,Post Moratorium          ,361.24,26.299999,FO Paragloborotalia pseudokugleri
130,803.0,D,Post Moratorium          ,383.01,28.200001,LO Paragloborotalia opima
130,803.0,D,Post Moratorium          ,424.31,30.0,LO Chiloguembelina (common)
130,803.0,D,Post Moratorium          ,435.84,31.6,FO Globigerina angulisuturalis
130,803.0,D,Post Moratorium          ,479.01,32.700001,FO Paragloborotalia opima
130,803.0,D,Post Moratorium          ,480.99,32.799999,"LO ""Turborotalia"" ampliapertura"
130,803.0,D,Post Moratorium          ,504.78,34.0,LO Pseudohastigerina spp.
130,803.0,D,Post Moratorium          ,540.29,36.599998,LO Hantkenina spp.
130,803.0,D,Post Moratorium          ,540.3,36.599998,LO Turborotalia cerroazulensis gr.
130,804.0,A,Initial Reports          ,10.15,0.91,Jaramillo (T)
130,804.0,A,Initial Reports          ,17.8,1.88,Olduvai (O)
130,804.0,A,Initial Reports          ,42.7,4.1,Nunivak (T)
130,804.0,A,Initial Reports          ,46.55,5.0,LO D. quinqueramus (N)
130,804.0,A,Initial Reports          ,48.7,5.5,Terminal depth
130,804.0,B,Initial Reports          ,7.2,0.73,Brunhes (O)
130,804.0,B,Initial Reports          ,10.3,0.98,Jaramillo (O)
130,804.0,B,Initial Reports          ,18.8,1.88,Olduvai (O)
130,804.0,B,Initial Reports          ,44.7,4.1,Nunivak (T)
130,804.0,B,Initial Reports          ,47.45,5.0,LO D. quinqueramus (N)
130,804.0,B,Initial Reports          ,94.95,8.7,LO D. hamatus (N)
130,804.0,B,Initial Reports          ,137.7,10.5,Terminal depth
130,804.0,C,Initial Reports          ,8.2,0.73,Brunhes (O)
130,804.0,C,Initial Reports          ,19.2,1.88,Olduvai (O)
130,804.0,C,Initial Reports          ,34.2,3.18,Mammoth (O)
130,804.0,C,Initial Reports          ,49.05,5.2,LO P. spectabilis (F)
130,804.0,C,Initial Reports          ,94.95,8.7,LO D. hamatus (N)
130,804.0,C,Initial Reports          ,182.55,13.6,LO S. heteromorphus (N)
130,804.0,C,Initial Reports          ,201.93,14.69,Hiatus young side
130,804.0,C,Initial Reports          ,201.94,20.0,Hiatus old side
130,804.0,C,Initial Reports          ,201.95,20.0,FO S. belemnos (N)
130,804.0,C,Initial Reports          ,235.8,21.799999,LO G. kugleri (F)
130,804.0,C,Initial Reports          ,269.52,25.200001,LO S. ciperoensis (N)
130,804.0,C,Initial Reports          ,269.53,25.200001,Hiatus young side
130,804.0,C,Initial Reports          ,269.54,28.200001,LO G. opima (F)
130,804.0,C,Initial Reports          ,269.55,28.200001,Hiatus old side
130,804.0,C,Initial Reports          ,312.5,33.799999,Terminal depth
130,805.0,B,Initial Reports          ,31.6,1.88,Olduvai (O)
130,805.0,B,Initial Reports          ,77.95,3.56,LO R. pseudoumbilica (N)
130,805.0,B,Initial Reports          ,125.45,5.0,LO D. quinqueramus (N)
130,805.0,B,Initial Reports          ,268.05,8.7,LO D. hamatus (N)
130,805.0,B,Initial Reports          ,325.25,13.6,LO S. heteromorphus (N)
130,805.0,B,Initial Reports          ,392.85,18.799999,LO S. belemnos (N)
130,805.0,B,Initial Reports          ,440.75,21.799999,LO G. kugleri (F)
130,805.0,B,Initial Reports          ,473.3,23.84,Terminal depth
130,805.0,C,Initial Reports          ,31.55,2.07,OA D. triradiatus (N)
130,805.0,C,Initial Reports          ,79.05,3.56,LO R. pseudoumbilica (N)
130,805.0,C,Initial Reports          ,126.55,5.0,LO D. quinqueramus (N)
130,805.0,C,Initial Reports          ,269.55,8.7,LO D. hamatus (N)
130,805.0,C,Initial Reports          ,327.05,13.6,LO S. heteromorphus (N)
130,805.0,C,Initial Reports          ,394.7,18.799999,LO S. belemnos (N)
130,805.0,C,Initial Reports          ,577.15,28.200001,LO G. opima (F)
130,805.0,C,Initial Reports          ,611.0,29.940001,Terminal depth
130,806.0,A,Initial Reports          ,41.05,2.07,OA D. triradiatus (N)
130,806.0,A,Initial Reports          ,69.55,2.9,LO G. altispira (F)
130,806.0,A,Initial Reports          ,83.7,3.31,Terminal depth
130,806.0,B,Initial Reports          ,40.25,1.89,LO D. brouweri (N)
130,806.0,B,Initial Reports          ,95.0,3.56,LO R. pseudoumbilica (N)
130,806.0,B,Initial Reports          ,334.55,8.7,LO D. hamatus (N)
130,806.0,B,Initial Reports          ,477.95,13.6,LO S. heteromorphus (N)
130,806.0,B,Initial Reports          ,603.45,20.0,FO S. belemnos (N)
130,806.0,B,Initial Reports          ,651.35,21.799999,LO G. kugleri (F)
130,806.0,B,Initial Reports          ,743.1,25.25,Terminal depth
130,806.0,B,Post Moratorium          ,36.06,1.6,LO Globigerinoides fistulosus s.s.
130,806.0,B,Post Moratorium          ,51.98,1.9,FO Globorotalia truncatulinoides
130,806.0,B,Post Moratorium          ,69.04,2.9,LO Dentoglobigerina altispira
130,806.0,B,Post Moratorium          ,72.04,2.9,FO Globigerinoides fistulosus s.s.
130,806.0,B,Post Moratorium          ,75.53,3.0,LO Sphaeroidinellopsis
130,806.0,B,Post Moratorium          ,75.54,3.1,FO Globorotalia tosaensis
130,806.0,B,Post Moratorium          ,78.54,3.4,LO Globorotalia margaritae
130,806.0,B,Post Moratorium          ,102.55,3.8,(change in) Pulleniatina
130,806.0,B,Post Moratorium          ,109.4,3.9,LO Pulleniatina spectabilis
130,806.0,B,Post Moratorium          ,111.9,3.9,LO Globigerina nepenthes
130,806.0,B,Post Moratorium          ,135.54,4.4,LO Globorotalia cibaoensis
130,806.0,B,Post Moratorium          ,167.05,5.3,LO Globoquadrina dehiscens
130,806.0,B,Post Moratorium          ,172.04,5.2,FO Globorotalia tumida
130,806.0,B,Post Moratorium          ,206.15,5.8,FO Pulleniatina
130,806.0,B,Post Moratorium          ,296.75,7.1,FO Globorotalia plesiotumida
130,806.0,B,Post Moratorium          ,354.68,10.2,FO Neogloboquadrina acostaensis
130,806.0,B,Post Moratorium          ,364.37,10.4,LO Paragloborotalia mayeri
130,806.0,B,Post Moratorium          ,378.0,11.3,FO Globigerina nepenthes
130,806.0,B,Post Moratorium          ,411.29,11.5,LO Globorotalia fohsi s.l.
130,806.0,B,Post Moratorium          ,449.89,13.1,FO Globorotalia fohsi s.l.
130,806.0,B,Post Moratorium          ,483.51,13.9,FO Globorotalia praefohsi 
130,806.0,B,Post Moratorium          ,497.8,14.9,LO Praeorbulina sicana s.s.
130,806.0,B,Post Moratorium          ,500.37,14.9,FO Globorotalia peripheroacuta
130,806.0,B,Post Moratorium          ,558.21,16.6,FO Praeorbulina sicana s.s.
130,806.0,B,Post Moratorium          ,575.16,17.6,LO Catapsydrax dissimilis
130,806.0,B,Post Moratorium          ,580.33,19.0,FO Globigerinatella insueta
130,806.0,B,Post Moratorium          ,642.67,21.799999,LO Paragloborotalia kugleri
130,806.0,B,Post Moratorium          ,728.87,23.200001,FO Globoquadrina dehiscens
130,806.0,B,Post Moratorium          ,737.75,23.700001,FO Paragloborotalia kugleri
130,806.0,C,Initial Reports          ,48.35,2.07,OA D. triradiatus (N)
130,806.0,C,Initial Reports          ,95.85,3.56,LO R. pseudoumbilica (N)
130,806.0,C,Initial Reports          ,333.7,8.7,LO D. hamatus (N)
130,806.0,C,Initial Reports          ,469.4,13.6,LO S. heteromorphus (N)
130,806.0,C,Initial Reports          ,603.38,20.0,FO S. belemnos (N)
130,806.0,C,Initial Reports          ,762.95,25.200001,LO S. ciperoensis (N)
130,806.0,C,Initial Reports          ,776.4,25.639999,Terminal depth
130,807.0,A,Initial Reports          ,31.15,2.07,OA D. triradiatus (N)
130,807.0,A,Initial Reports          ,126.15,5.0,LO D. quinqueramus (N)
130,807.0,A,Initial Reports          ,288.1,8.7,LO D. hamatus (N)
130,807.0,A,Initial Reports          ,374.6,13.6,LO S. heteromorphus (N)
130,807.0,A,Initial Reports          ,509.95,21.799999,LO G. kugleri (F)
130,807.0,A,Initial Reports          ,702.32,28.200001,LO G. opima (F)
130,807.0,A,Initial Reports          ,702.33,28.200001,Hiatus younger side
130,807.0,A,Initial Reports          ,702.34,30.200001,Hiatus older side
130,807.0,A,Initial Reports          ,702.35,30.200001,LO Chiloguembelina spp. (F)
130,807.0,A,Initial Reports          ,798.75,32.799999,LO G. ampliapertura s.s. (F)
130,807.0,A,Initial Reports          ,822.9,33.450001,Terminal depth
130,807.0,B,Initial Reports          ,26.85,1.89,LO D. brouweri (N)
130,807.0,B,Initial Reports          ,74.35,3.56,LO R. pseudoumbilica (N)
130,807.0,B,Initial Reports          ,129.1,5.2,FO G. tumida (F)
130,807.0,B,Initial Reports          ,240.6,7.5,FO D. quinqueramus (N)
130,807.0,B,Initial Reports          ,278.6,8.28,Terminal depth
130,807.0,C,Initial Reports          ,862.25,33.799999,LO R. umbilica (N)
130,807.0,C,Initial Reports          ,911.4,36.599998,LO G. cerroazulensis (F)
130,807.0,C,Initial Reports          ,991.92,40.0,LO C. grandis (N)
130,807.0,C,Initial Reports          ,991.93,40.0,Hiatus young side
130,807.0,C,Initial Reports          ,991.94,42.299999,Hiatus old side
130,807.0,C,Initial Reports          ,991.95,42.299999,LO C. solitus (N)
130,807.0,C,Initial Reports          ,1058.85,44.400002,FO R. umbilica (N)
130,807.0,C,Initial Reports          ,1094.82,47.400002,FO C. gigas (N)
130,807.0,C,Initial Reports          ,1094.83,47.400002,Hiatus young side
130,807.0,C,Initial Reports          ,1094.84,49.799999,Hiatus old side
130,807.0,C,Initial Reports          ,1094.85,49.799999,FO N. alata (N)
130,807.0,C,Initial Reports          ,1104.4,54.0,LO T. orthostylus (N)
130,807.0,C,Initial Reports          ,1152.7,56.799999,LO Fasciculithus (N)
130,807.0,C,Initial Reports          ,1161.85,57.700001,LO E. robusta (N)
130,807.0,C,Initial Reports          ,1182.42,62.299999,FO Fasciculithus spp. (N)
130,807.0,C,Initial Reports          ,1193.24,66.400002,K/T (FO abund. Thoracosphaera)
130,807.0,C,Initial Reports          ,1266.0,71.900002,LO T. trifidium (N)
130,807.0,C,Initial Reports          ,1348.19,76.0,FO T. trifidium (N)
130,807.0,C,Initial Reports          ,1351.5,76.169998,Red clay contact
131,808.0,A,Post Moratorium          ,80.88,0.09,OA Emiliania huxleyi
131,808.0,B,Post Moratorium          ,230.66,0.28,FO Emiliania huxleyi
131,808.0,C,Post Moratorium          ,624.27,0.46,LO P. lacunosa
131,808.0,C,Post Moratorium          ,656.3,0.83,LO R. asanoi
131,808.0,C,Post Moratorium          ,694.73,1.06,FO R. asanoi
131,808.0,C,Post Moratorium          ,694.74,1.1,LO large Gephyrocapsa
131,808.0,C,Post Moratorium          ,745.19,1.36,FO large Gephyrocapsa
131,808.0,C,Post Moratorium          ,755.77,1.45,LO C. macintyrei
131,808.0,C,Post Moratorium          ,770.04,1.57,FO G. oceanica
131,808.0,C,Post Moratorium          ,777.06,1.66,FO G. caribbeanica
131,808.0,C,Post Moratorium          ,785.42,1.89,LO D. brouweri
131,808.0,C,Post Moratorium          ,830.98,2.65,LO D. tamalis
131,808.0,C,Post Moratorium          ,872.18,3.45,LO Sphenolithus spp.
131,808.0,C,Post Moratorium          ,874.91,3.56,LO R. pseudoumbilica
131,808.0,C,Post Moratorium          ,895.06,4.1,FO D. asymmetricus
131,808.0,C,Post Moratorium          ,913.92,4.6,FO C. rugosus
131,808.0,C,Post Moratorium          ,955.91,4.9,LO T. rugosus
131,808.0,C,Post Moratorium          ,955.92,5.0,LO D. quinqueramus
131,808.0,C,Post Moratorium          ,1018.92,7.5,FO D. quinqueramus
131,808.0,C,Post Moratorium          ,1092.54,11.1,FO C. coalitus
131,808.0,C,Post Moratorium          ,1141.45,11.5,LO C. floridanus
131,808.0,C,Post Moratorium          ,1219.25,13.5,LO S. heteromorphus
133,811.0,A,Post Moratorium          ,8.9,0.47,LO Pseudoemiliania lacunosa
133,811.0,A,Post Moratorium          ,22.9,1.89,LO Discoaster brouweri
133,811.0,A,Post Moratorium          ,29.4,2.34,LO Discoaster pentaradiatus
133,811.0,A,Post Moratorium          ,38.9,2.6,LO Discoaster tamalis
133,811.0,A,Post Moratorium          ,72.6,3.51,LO Reticulofenestra pseudoumbilica
133,811.0,A,Post Moratorium          ,76.9,3.97,LO Amaurolithus tricorniculatus
133,811.0,A,Post Moratorium          ,91.6,5.43,LO Discoaster quinqueramus
133,811.0,A,Post Moratorium          ,172.6,8.85,LO Discoaster hamatus
133,811.0,A,Post Moratorium          ,214.3,11.3,LO  Cyclicargolithus floridanus
133,812.0,A,Post Moratorium          ,2.67,0.275,FO Emiliania huxleyi
133,812.0,A,Post Moratorium          ,7.52,0.47,LO Pseudoemiliania lacunosa
133,812.0,A,Post Moratorium          ,17.02,0.93,Small Gephyrocapsa Acme top
133,812.0,A,Post Moratorium          ,23.0,2.34,LO Discoaster pentaradiatus
133,812.0,A,Post Moratorium          ,58.0,3.5,LO Reticulofenestra pseudoumbilica
133,812.0,A,Post Moratorium          ,85.61,5.43,LO Discoaster quinqueramus
133,812.0,C,Post Moratorium          ,2.67,0.275,FO Emiliania huxleyi
133,812.0,C,Post Moratorium          ,7.52,0.47,LO Pseudoemiliania lacunosa
133,812.0,C,Post Moratorium          ,17.02,0.93,Small Gephyrocapsa Acme top
133,812.0,C,Post Moratorium          ,23.0,2.34,LO Discoaster pentaradiatus
133,812.0,C,Post Moratorium          ,58.0,3.5,LO Reticulofenestra pseudoumbilica
133,812.0,C,Post Moratorium          ,85.61,5.43,LO Discoaster quinqueramus
